youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"mMefs4gLYnk,o58E1FKHXUA,my9VPoDWBtA",Bristol's Cider House,,"Especially after a day of wine tasting, we love a good diversion to hard cider. We were lucky enough to have been tipped off about Bristol's having a cider house by a local... read more",4,10,,Atascadero,"3220 El Camino Real , Atascadero , CA 93422-2500",https://www.tripadvisor.com/Attraction_Review-g29115-d7181307-Reviews-Bristol_s_Cider_House-Atascadero_San_Luis_Obispo_County_California.html,atascadero.json,atascadero,11,-120.6707254,35.4894169,79,100
"LFlbHYDZ9mA,FcJAfvMrOhQ,201wGQ_Pqsk",Ambrosia Quality Resale,"ニ_ニ_ニ_ Nice Little Upscale Antique / 2nd Hand Store ニ_ニ_ニ_ Reviewed July 3, 2016 Nice little Antique and resale (2nd hand) store at the south end of town, on the El Camino. A little hard to see / find sometimes from the street, but worth the chance to stop and look around. They have collectables, Jewelry, Antiques, Home Dニ_ニ_cor, linens, and vintage clothing. They have higher quality items, and also some unique things as... More Helpful? Thank Rod B Report",,10,,,Atascadero,,https://www.tripadvisor.com/Attraction_Review-g29115-d10511061-Reviews-Ambrosia_Quality_Resale-Atascadero_San_Luis_Obispo_County_California.html,atascadero.json,atascadero,11,-120.6707254,35.4894169,79,100
"mYcFqgPEZsU,cAqF-LBV2V8,J3DM1DjhTGs",Faces of Freedom Veterans Memorial,,The faces of freedom is a very beautiful memorial. It represents all the branches of the military. The sculpture is incredible,2,23,+1 805-466-5555,Atascadero,"8038 Portola Rd , Atascadero , CA 93422-3915",https://www.tripadvisor.com/Attraction_Review-g29115-d4817789-Reviews-Faces_of_Freedom_Veterans_Memorial-Atascadero_San_Luis_Obispo_County_California.html,atascadero.json,atascadero,11,-120.6707254,35.4894169,79,100
"6Ka97HGINOc,MIaQ5dJL0GQ,2CArSDZYZKA",Sunken Gardens,,We walk our dog around Sunken Gardens and it's the perfect short walk! Lots of community events take place here throughout the year.,6,16,+1 805-461-5000,Atascadero,"6505 El Camino Real , Atascadero , CA 93422",https://www.tripadvisor.com/Attraction_Review-g29115-d3694263-Reviews-Sunken_Gardens-Atascadero_San_Luis_Obispo_County_California.html,atascadero.json,atascadero,11,-120.6707254,35.4894169,79,100
"IaEydwQUY5A,cf_VcLy4cAs,hIEaTk1pf_0",Charles Paddock Zoo,"Nature & Parks , Outdoor Activities , Zoos & Aquariums",This is a wonderful zoo that is located a ways from other zoos. They have several special animals and the zoo size is nice for a few hours of viewing. The zoo is located in a... read more,1,86,+1 805-461-5080,Atascadero,"9305 Pismo Ave , Atascadero , CA 93422-4939",https://www.tripadvisor.com/Attraction_Review-g29115-d1770405-Reviews-Charles_Paddock_Zoo-Atascadero_San_Luis_Obispo_County_California.html,atascadero.json,atascadero,11,-120.6707254,35.4894169,79,100
"JTkHnp3GfTU,Zw3Qt_ygSrk,fv5s14Esjdg",Atascadero Lake Park,,"The Pavilion on the Lake provides a very good functional space for conferences, meetings, and other events. Parking is generally adequate and the setting attractive.",2,59,,Atascadero,"Atascadero , CA",https://www.tripadvisor.com/Attraction_Review-g29115-d2284518-Reviews-Atascadero_Lake_Park-Atascadero_San_Luis_Obispo_County_California.html,atascadero.json,atascadero,11,-120.6707254,35.4894169,79,100
"m83uB83wKtU,bxA2zNa_ikM,Yfs2-0sbZ0M",Mt. Vernon Winery,,While touring through Auburn we stopped at this small tasting room to sample their wines. And there were a lot of wines to taste. The gentleman was very informative about the... read more,8,26,+1 530-823-1111,Auburn,"10850 Mount Vernon Rd , Auburn , CA 95603-9763",https://www.tripadvisor.com/Attraction_Review-g29120-d530201-Reviews-Mt_Vernon_Winery-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"HgRTS_vREws,MTh_sf8NDuc,Drei1HOOZ10",Gold Country Museum,,Thoroughly enjoyed visiting this museum. It has many local artifacts relating to Auburn and the gold rush history of the area. A great film runs continuously giving additional... read more,12,13,+1 530-889-6500,Auburn,"1273 High St , Auburn , CA 95603-5016",https://www.tripadvisor.com/Attraction_Review-g29120-d127649-Reviews-Gold_Country_Museum-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"MFlbhW2dR6Y,wyjDfhOXJYY,aD6zgas8NGQ",Lake Clementine,,Great lake for Stand up paddle boarding Kayaking and swimming Boats are all aware of the people on boards and in Kayaks A fun day out !,7,27,+1 530-885-4527,Auburn,"501 El Dorado St , Auburn State Recreation Area , Auburn , CA 95603-4949",https://www.tripadvisor.com/Attraction_Review-g29120-d128244-Reviews-Lake_Clementine-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"ewvJb5ftcIM,qd6lgOvneVE,aGoRDr98UKo",Placer County Courthouse,,"We were able to park right in their lot. The museum is free (you can give a donation). It is very cute and it caters to school children, which is a nice touch!",4,31,,Auburn,"101 Maple St , Auburn , CA 95603-5026",https://www.tripadvisor.com/Attraction_Review-g29120-d531978-Reviews-Placer_County_Courthouse-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"mc3skmPrn_w,y4hEwz5_9-8",Forest Hill,,I enjoyed visiting Forest Hill. Small town feel. They have a great funky gift shop with a super friendly owner. I had lunch at the little cafe that was good.,5,23,,Auburn,"Auburn , CA",https://www.tripadvisor.com/Attraction_Review-g29120-d142942-Reviews-Forest_Hill-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"knt72jUeos8,8YE9k57jHkE,2QeGewIknxs",Bernhard Museum Complex,,A gal at the courthouse told us about this museum. Don't know we would have gone without her encouragement. The two docents were so nice and totally knowledgeable. We got to... read more,11,12,+1 530-889-6500,Auburn,"291 Auburn Folsom Rd , Auburn , CA 95603-5039",https://www.tripadvisor.com/Attraction_Review-g29120-d265199-Reviews-Bernhard_Museum_Complex-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"Y3e-dLTNjwg,D6N8T5yNzqE,DRCHunAZP9w",Knee Deep Brewing Company,,Our first trip to this brewery. Great selection of beers on tap and I had two esp. great beers. Tanilla and Nutella. My husband is a hoppy guy and he enjoyed his selection of... read more,2,30,+1 530-797-4677,Auburn,"13395 New Airport Rd , Suite H , Auburn , CA 95602-7419",https://www.tripadvisor.com/Attraction_Review-g29120-d6223406-Reviews-Knee_Deep_Brewing_Company-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"5JR12O0fG00,ka1XlS5kW7Y",Placer County Historical Museum,,This little gem of a museum has quite a range of exhibits. There is much information about Auburn- The Endurance Capita- related to the Tevis Cup 100 mile horseback endurance ride... read more,3,33,,Auburn,"Auburn , CA",https://www.tripadvisor.com/Attraction_Review-g29120-d116870-Reviews-Placer_County_Historical_Museum-Auburn_California.html,auburn.json,auburn,3,-121.0739896,38.8945939,20,100
"hmZo-Qk_fZg,XvZBH53IMuw,z1l-hv3g7rY",Wrigley Memorial & Botanic Garden,,Visited in early October. I enjoyed our family visit to the memorial and garden. I believe that our grandson enjoyed it more than we did though we had a fantastic time... read more,5,436,+1 310-510-2897,Avalon,"125 Clarissa Ave. , Avalon , Catalina Island, CA 90704",https://www.tripadvisor.com/Attraction_Review-g29121-d196396-Reviews-Wrigley_Memorial_Botanic_Garden-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"f-13MfJgVdg,A2TJPEt44WA,Kfcayn7WHs8",Ruth Mayer Gallery,,We have bought several pieces throughout the years and always visit her galleries to see what is new.Look at her painting of the twin towers. Chillikng,45,2,9496322179,Avalon,"111 Sumner Avenue , Avalon , Catalina Island, CA 90704",https://www.tripadvisor.com/Attraction_Review-g29121-d10069467-Reviews-Ruth_Mayer_Gallery-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"Tfup91syxEA,0tsmDZIV3uA,uXAZNc3A69M",Hermit Gulch Trail Loop,"Hiking Trails , Outdoor Activities , Nature & Parks","Go early in the morning, it's a climb but worth it! When you reach the top you will be able to see the Channel Islands on one side and Avalon bay on the other ニ_ニ__ニ_ニ_ニ_ニ_ニ__ニ_ニ_ニ_ニ_ニ__ニ_ニ_ニ_",17,42,,Avalon,"Avalon Canyon Road , Avalon , Catalina Island, CA",https://www.tripadvisor.com/Attraction_Review-g29121-d7043712-Reviews-Hermit_Gulch_Trail_Loop-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"Mf7aNr-lzbw,xaNGvqy5XmE,5R0DvSTiaR0",Airport in the Sky,"Points of Interest & Landmarks , Sights & Landmarks","Ready to try a Buffalo burger? Airport in the sky is your destination. Delicious food, great views and fun trip up.",4,296,+1 310-510-0143,Avalon,"1 Airport Rod. , Avalon , Catalina Island, CA 90704",https://www.tripadvisor.com/Attraction_Review-g29121-d260299-Reviews-Airport_in_the_Sky-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"QHFHHTm_jq8,K47lAwSP5_k,FkOW3W_6LrU",Catalina Island Casino,"Casinos & Gambling , Fun & Games","Beautiful venue. No AC :) If you are not in shape to walk the incline, better look for the elevator.",1,563,18777788322,Avalon,"1 Casino Way , Avalon , Catalina Island, CA 90704",https://www.tripadvisor.com/Attraction_Review-g29121-d102875-Reviews-Catalina_Island_Casino-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"9OewwbnqB3g,HeHdc55y1bw,8VWpOCmR7LI",Catalina Island Museum,,"This is an amazing museum, Avalon is to be commended for their efforts! The special exhibit, Art Nouveau from Germany, and the history of Avalon were fabulous.",21,26,13105102414,Avalon,"217 Metropole Avenue , Avalon , Catalina Island, CA 90704",https://www.tripadvisor.com/Attraction_Review-g29121-d10455632-Reviews-Catalina_Island_Museum-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"4s-aKg_o_co,0vj7InfYtUo,eU8e0Efq4uk",Santa Catalina Island Interpretive Center,,"I always stop in here while walking on this road. There is info on the indigenous people who used to live on Catalina, endemic animals, geology, etc. I find I learn something new... read more",30,16,+1 310-510-2514,Avalon,"1202 Avalon Canyon Center , Avalon , Catalina Island, CA 90704",https://www.tripadvisor.com/Attraction_Review-g29121-d531945-Reviews-Santa_Catalina_Island_Interpretive_Center-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"QHFHHTm_jq8,GMGCiLsu5oU,sG7rhGq8etk",Catalina Island Casino Ballroom,"Historic Sites , Theaters , Sights & Landmarks , Concerts & Shows","The ballroom was spectacular and very well preserved, a great tribute to William Wrigley, Jr, and all the architects and engineers, as well as workers who made this grand area... read more",6,238,+1 310-510-2000,Avalon,"1 Casino Way , Avalon , Catalina Island, CA 90704",https://www.tripadvisor.com/Attraction_Review-g29121-d220259-Reviews-Catalina_Island_Casino_Ballroom-Avalon_Catalina_Island_California.html,avalon.json,avalon,8,-118.3272611,33.34221,10,100
"afIQbg6cr8U,8vmK_xXV5WM,VULH4-Yb0Mc",Bungee America,,The hike through the Angeles national forest is great. Be aware though that it is a 10mile round trip and there are a fair few steep ascents and descents as well as some river... read more,2,20,+1 310-322-8892,Azusa,"Azusa , CA 91702",https://www.tripadvisor.com/Attraction_Review-g29125-d2310920-Reviews-Bungee_America-Azusa_California.html,azusa.json,azusa,4,-117.9056045,34.1338751,13,100
"_-dOl0xSU7I,_5K3xIcjlLk,d2UPFoKnhHE",Fish Canyon Trail,,This hike was my first solo hike. I am so happy I did it. I got there about the time they open the parking lot and there were already 8 cars ahead of me. The trail is very well... read more,5,2,,Azusa,"3901 Fish Canyon Road , Azusa , CA",https://www.tripadvisor.com/Attraction_Review-g29125-d10340478-Reviews-Fish_Canyon_Trail-Azusa_California.html,azusa.json,azusa,4,-117.9056045,34.1338751,13,100
"CtG8kdfM1xw,ewmRwIUhls0,vxhlhmlwSB4",Bridge To Nowhere,,"Been doing this hike for years now. There are quite a few stream crossings, so bring appropriate footwear. Insiders Tip: At the end of the hike leave the bridge and hike around... read more",1,28,,Azusa,"Azusa , CA",https://www.tripadvisor.com/Attraction_Review-g29125-d1519659-Reviews-Bridge_To_Nowhere-Azusa_California.html,azusa.json,azusa,4,-117.9056045,34.1338751,13,100
"gD9brK_To3U,G25VjBxMOM4,uyPyh75wMPY",Massage Envy Spa Azusa,,Wonderful! Relaxing! On-time! Cares about their clients! Inviting atmosphere! Make your reservation right now!,4,2,626-969-5500,Azusa,"160 W Foothill Blvd , Azusa , CA 91702-2524",https://www.tripadvisor.com/Attraction_Review-g29125-d7940598-Reviews-Massage_Envy_Spa_Azusa-Azusa_California.html,azusa.json,azusa,4,-117.9056045,34.1338751,13,100
"CvJQ1pFBi8A,bROQ9Lse9ns,6WyZ2GcdmCM",Crystal Lake,,The drive up to Crystal Lake is half the fun of getting there. The other half is the piping hot bowl o chili and a burger at the lodge next to the lake open late spring until... read more,3,10,,Azusa,"San Gabriel River Trail , Azusa , CA",https://www.tripadvisor.com/Attraction_Review-g29125-d4359487-Reviews-Crystal_Lake-Azusa_California.html,azusa.json,azusa,4,-117.9056045,34.1338751,13,100
"UxniZO-kAVc,VBcVLe_vgiE,OAWHmYd0QuA",Fox Theater,"Theaters , Concerts & Shows","The intimate setting is perfect for concerts and other venues. There are great places to eat before a show and a place for a drink after. The theater is beautiful inside, has a... read more",4,96,+1 661-324-1369,Bakersfield,"2001 H St , Bakersfield , CA 93301-3919",https://www.tripadvisor.com/Attraction_Review-g32037-d617501-Reviews-Fox_Theater-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
"2NkdFx7iky0,01qOcQ4fXnc,BQrs_GEbiXg",Bakersfield Museum of Art,,This is a nice art gallary as well as a beatiful garden that I have attended wedding there. Its not big and wont take much time but is well worth any and all time you spend!!,12,21,+1 661-323-7219,Bakersfield,"1931 R St , Bakersfield , CA 93301",https://www.tripadvisor.com/Attraction_Review-g32037-d3973161-Reviews-Bakersfield_Museum_of_Art-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
"J0-Z7wXHvoo,S2mzOpdziJc,YE8X_nA3_EA",Kern County Museum,"History Museums , Museums",You could spend a day here. So many things to see. Definitely take the 11am tour of 2 of the houses. It lasts about an hour and is so informative about early Bakersfield. Like... read more,1,178,16618525000,Bakersfield,"3801 Chester Ave , Bakersfield , CA 93301-1345",https://www.tripadvisor.com/Attraction_Review-g32037-d587655-Reviews-Kern_County_Museum-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
"WSts2LiNh8Y,oyExpTtgljg,YFhxmRQ1sSc",The Park at River Walk,,River walk park is a great you can go fishing although I don't believe yo will ever catch anything their there is also the bright house amphitheater although it is isn't super... read more,9,30,661-326-3866,Bakersfield,"11200 Stockdale Highway , Bakersfield , CA",https://www.tripadvisor.com/Attraction_Review-g32037-d7188746-Reviews-The_Park_at_River_Walk-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
"FEKatE5r6jQ,0UDkNw5-BGc,tzlH-tvVNVE",Camelot Park,,"This is your typical miniature golf, go cart, and arcade type place. Run down and expensive but the kids have fun",8,57,+1 661-859-1812,Bakersfield,"1251 Oak St , Bakersfield , CA 93304-1066",https://www.tripadvisor.com/Attraction_Review-g32037-d1786935-Reviews-Camelot_Park-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
"mSrlxxAAccQ,g_FvL5xlVJ4,mDCpFBJtP3U",Crystal Palace and Museum,"Specialty Museums , Museums","If you like Buck Owens and are in Bakersfield, you should probably visit this place. Otherwise, not much of a reason to stop here.",2,348,+1 661-328-7560,Bakersfield,"2800 Buck Owens Blvd , Bakersfield , CA 93308-6314",https://www.tripadvisor.com/Attraction_Review-g32037-d117329-Reviews-Crystal_Palace_and_Museum-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
"F0-fzAWN-5o,iLOf9sDsczA,2cBZ7nxSaQI",Kern River Parkway Trail,,The bike trail is a great place to get some peace and serenity as well as exercise. Bring plenty of water and get ready to push yourself to your personal limits!!,14,16,,Bakersfield,"Enos Lane , Bakersfield , CA 93311",https://www.tripadvisor.com/Attraction_Review-g32037-d4294841-Reviews-Kern_River_Parkway_Trail-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
"RkaQlHU4fy4,D9-KCEJ0zo0,tjs53zxu208",California Area Living Museum (CALM),"Outdoor Activities , Zoos & Aquariums , Nature & Parks",CALM is wonderful and has been for as long as I can remember. A variety of exhibits that highlight species indigenous to California. And you can't miss the Christmas lights at... read more,3,171,+1 661-872-2256,Bakersfield,"10500 Alfred Harrell Hwy , Bakersfield , CA 93306-9654",https://www.tripadvisor.com/Attraction_Review-g32037-d2154125-Reviews-California_Area_Living_Museum_CALM-Bakersfield_California.html,bakersfield.json,bakersfield,224,-119.0194638,35.3738712,204,100
