mention_name,mention_type,mention_popularity,mention_address,no_of_blogFiles,mention_found_in_blogFiles
ventura,administrative,73,"Ventura County, California, United States of America",286,"anaheim_and_bakersfield.json,anaheim_and_berkeley.json,anaheim_and_fremont.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san diego.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,anaheim_and_santa clarita.json,anaheim_and_santa cruz.json,avalon_and_big bear lake.json,avalon_and_monterey.json,avalon_and_oakland.json,avalon_and_pismo beach.json,avalon_and_sacramento.json,avalon_and_san jose.json,avalon_and_san luis obispo.json,avalon_and_malibu.json,bakersfield_and_san bernardino.json,berkeley_and_long beach.json,beverly hills_and_pismo beach.json,avalon_and_santa barbara.json,avalon_and_santa cruz.json,avalon_and_santa monica.json,bakersfield_and_beverly hills.json,bakersfield_and_fremont.json,bakersfield_and_long beach.json,bakersfield_and_monterey.json,bakersfield_and_newport beach.json,bakersfield_and_oakland.json,bakersfield_and_pismo beach.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_san luis obispo.json,bakersfield_and_santa ana.json,bakersfield_and_santa barbara.json,bakersfield_and_santa clarita.json,bakersfield_and_santa cruz.json,bakersfield_and_santa monica.json,bakersfield_and_stockton.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_newport beach.json,berkeley_and_pismo beach.json,berkeley_and_san diego.json,berkeley_and_san luis obispo.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,berkeley_and_santa monica.json,berkeley_and_carlsbad.json,berkeley_and_huntington beach.json,beverly hills_and_fresno.json,beverly hills_and_monterey.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_san luis obispo.json,beverly hills_and_santa barbara.json,beverly hills_and_santa cruz.json,beverly hills_and_temecula.json,big bear lake_and_long beach.json,big bear lake_and_san luis obispo.json,big bear lake_and_santa barbara.json,big bear lake_and_santa clarita.json,big bear lake_and_santa cruz.json,carlsbad_and_monterey.json,carlsbad_and_oakland.json,carlsbad_and_santa barbara.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,fremont_and_huntington beach.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_newport beach.json,fremont_and_pismo beach.json,fremont_and_san diego.json,fremont_and_san luis obispo.json,fremont_and_santa barbara.json,fremont_and_santa monica.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_malibu.json,fresno_and_pismo beach.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san luis obispo.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,huntington beach_and_mammoth lakes.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa barbara.json,huntington beach_and_santa clarita.json,huntington beach_and_santa cruz.json,huntington beach_and_stockton.json,irvine_and_mammoth lakes.json,irvine_and_monterey.json,irvine_and_pismo beach.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,irvine_and_santa barbara.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,carlsbad_and_san luis obispo.json,fresno_and_riverside.json,huntington beach_and_malibu.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_pismo beach.json,long beach_and_sacramento.json,long beach_and_san diego.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa clarita.json,long beach_and_santa cruz.json,long beach_and_stockton.json,los angeles_and_malibu.json,los angeles_and_mammoth lakes.json,los angeles_and_monterey.json,los angeles_and_napa.json,long beach_and_malibu.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san bernardino.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_san luis obispo.json,los angeles_and_santa barbara.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_oakland.json,malibu_and_pasadena.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_santa monica.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa clarita.json,monterey_and_pasadena.json,monterey_and_pismo beach.json,monterey_and_riverside.json,monterey_and_san bernardino.json,monterey_and_san diego.json,monterey_and_san luis obispo.json,monterey_and_santa barbara.json,monterey_and_santa clarita.json,napa_and_newport beach.json,napa_and_pismo beach.json,napa_and_san diego.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa monica.json,long beach_and_monterey.json,long beach_and_santa barbara.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,malibu_and_santa clarita.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa barbara.json,newport beach_and_santa clarita.json,newport beach_and_santa cruz.json,newport beach_and_stockton.json,oakland_and_pasadena.json,oakland_and_san bernardino.json,oakland_and_san diego.json,oakland_and_san luis obispo.json,oakland_and_santa ana.json,oakland_and_santa barbara.json,oakland_and_santa clarita.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa barbara.json,pasadena_and_santa cruz.json,pismo beach_and_riverside.json,pismo beach_and_sacramento.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,pismo beach_and_santa barbara.json,pismo beach_and_santa clarita.json,pismo beach_and_santa cruz.json,pismo beach_and_santa monica.json,pismo beach_and_sausalito.json,pismo beach_and_stockton.json,pismo beach_and_temecula.json,riverside_and_san francisco.json,riverside_and_san jose.json,riverside_and_san luis obispo.json,riverside_and_santa barbara.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san bernardino_and_san francisco.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san bernardino_and_santa cruz.json,san bernardino_and_santa monica.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa clarita.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,sacramento_and_san bernardino.json,sacramento_and_san diego.json,newport beach_and_pismo beach.json,oakland_and_pismo beach.json,san jose_and_santa monica.json,santa clarita_and_sausalito.json,irvine_and_stockton.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa barbara.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,san luis obispo_and_temecula.json,santa ana_and_santa barbara.json,santa ana_and_santa cruz.json,santa ana_and_sausalito.json,santa ana_and_stockton.json,santa barbara_and_santa clarita.json,santa barbara_and_santa cruz.json,santa barbara_and_santa monica.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa barbara_and_temecula.json,santa clarita_and_stockton.json,santa clarita_and_temecula.json,santa cruz_and_santa monica.json,santa cruz_and_temecula.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,santa monica_and_temecula.json,stockton_and_temecula.json"
gate dam,dam,1,"Dam, Ventura County, California, United States of America",1,big bear lake_and_santa clarita.json
thousand oaks,city,5,"Thousand Oaks, Ventura County, California, United States of America",28,"berkeley_and_san diego.json,berkeley_and_santa barbara.json,fresno_and_san diego.json,fresno_and_santa barbara.json,irvine_and_san jose.json,irvine_and_santa clarita.json,irvine_and_santa cruz.json,long beach_and_santa clarita.json,los angeles_and_riverside.json,los angeles_and_santa clarita.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,malibu_and_santa clarita.json,pasadena_and_riverside.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san diego_and_santa ana.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san jose_and_san luis obispo.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json"
capitol,tram_stop,2,"Capitol, West Capitol Expressway, Willow Glen, San José, Santa Clara County, California, 95136, United States of America",3,"fresno_and_san jose.json,oakland_and_stockton.json,riverside_and_sacramento.json"
san simeon bay,bay,2,"San Simeon Bay, Slo San Simeon Road, San Simeon, San Luis Obispo County, California, United States of America",19,"anaheim_and_san luis obispo.json,bakersfield_and_san luis obispo.json,berkeley_and_san luis obispo.json,beverly hills_and_san luis obispo.json,fremont_and_san luis obispo.json,fresno_and_san luis obispo.json,irvine_and_san luis obispo.json,long beach_and_pismo beach.json,long beach_and_san luis obispo.json,los angeles_and_san luis obispo.json,monterey_and_san luis obispo.json,oakland_and_san luis obispo.json,pismo beach_and_san jose.json,riverside_and_san luis obispo.json,sacramento_and_san luis obispo.json,san jose_and_san luis obispo.json,oakland_and_pismo beach.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json"
el capitan state beach,park,4,"El Capitan State Beach, Bill Wallace Trail, Santa Barbara County, California, United States of America",12,"anaheim_and_monterey.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,anaheim_and_santa cruz.json,berkeley_and_long beach.json,fremont_and_temecula.json,newport beach_and_santa barbara.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json"
big bear city,administrative,7,"Big Bear City, Anita Avenue, Big Bear City, San Bernardino County, California, 92314, United States of America",19,"avalon_and_big bear lake.json,beverly hills_and_big bear lake.json,berkeley_and_big bear lake.json,big bear lake_and_fremont.json,big bear lake_and_long beach.json,big bear lake_and_los angeles.json,big bear lake_and_malibu.json,big bear lake_and_mammoth lakes.json,big bear lake_and_napa.json,big bear lake_and_newport beach.json,big bear lake_and_oakland.json,big bear lake_and_pasadena.json,big bear lake_and_riverside.json,big bear lake_and_san jose.json,big bear lake_and_santa ana.json,big bear lake_and_santa cruz.json,big bear lake_and_santa monica.json,big bear lake_and_stockton.json,big bear lake_and_san bernardino.json"
signal hill,city,1,"Signal Hill, Los Angeles County, California, United States of America",1,malibu_and_pasadena.json
monterey park,city,9,"Monterey Park, Los Angeles County, California, United States of America",7,"beverly hills_and_monterey.json,carlsbad_and_monterey.json,los angeles_and_oakland.json,los angeles_and_san francisco.json,monterey_and_san bernardino.json,riverside_and_santa monica.json,san bernardino_and_santa monica.json"
yerba buena road,residential,1,"Yerba Buena Road, SF, California, 94130, United States of America",1,mammoth lakes_and_san luis obispo.json
west irvine trail,cycleway,3,"West Irvine Trail, Lower Peters Canyon, Irvine, Orange County, California, 92602, United States of America",5,"big bear lake_and_santa clarita.json,long beach_and_riverside.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,newport beach_and_riverside.json"
colorado boulevard,primary,11,"Colorado Boulevard, Eagle Rock, Highland Park, LA, Los Angeles County, California, 90041, United States of America",8,"avalon_and_pasadena.json,beverly hills_and_monterey.json,big bear lake_and_pasadena.json,long beach_and_pasadena.json,oakland_and_pasadena.json,pasadena_and_santa clarita.json,pasadena_and_sausalito.json,san bernardino_and_santa monica.json"
central richmond,secondary,1,"Central Avenue, Richmond Annex, Richmond, Contra Costa County, California, 94850, United States of America",1,berkeley_and_sacramento.json
niles boulevard fremont,secondary,1,"Niles Boulevard, Niles District, Fremont, Alameda County, California, 94536, United States of America",1,fremont_and_oakland.json
san joaquin river viaduct,river,1,"San Joaquin River, Madera County, California, United States of America",1,fresno_and_san jose.json
san carlos cathedral,place_of_worship,2,"Royal Presidio Chapel, San Carlos Cathedral, Church Street, Monterey, Monterey County, California, 93940, United States of America",3,"big bear lake_and_monterey.json,monterey_and_pismo beach.json,long beach_and_monterey.json"
lancaster blvd,tertiary,2,"Lancaster Boulevard, Kern County, California, 93524, United States of America",11,"anaheim_and_fresno.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_temecula.json,irvine_and_oakland.json,irvine_and_sacramento.json,fresno_and_riverside.json,mammoth lakes_and_santa clarita.json,pasadena_and_temecula.json"
portsmouth square,park,2,"Portsmouth Square, Kearny Street, Chinatown, SF, California, 94133, United States of America",3,"napa_and_san diego.json,napa_and_san francisco.json,sausalito_and_stockton.json"
atlantic times square,yes,1,"Atlantic Times Square, N Atlantic Boulevard, Monterey Park, Los Angeles County, California, 91803, United States of America",1,beverly hills_and_monterey.json
hollywood pacific theatre,theatre,1,"Hollywood Pacific Theatre, North Wilcox Avenue, Hollywood, LA, Los Angeles County, California, 90028, United States of America",1,beverly hills_and_carlsbad.json
granlibakken,path,1,"Granlibakken, Comstock Acres, Placer County, California, 96145, United States of America",1,monterey_and_sacramento.json
karman avenue,secondary,1,"Von Karman Avenue, Irvine, Orange County, California, 92697, United States of America",1,irvine_and_stockton.json
camp pendleton california,dock,1,"Camp Pendleton Boat Basin, San Diego County, California, United States of America",5,"beverly hills_and_san luis obispo.json,fremont_and_santa barbara.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,sacramento_and_san bernardino.json"
tustin ranch,suburb,2,"Tustin Ranch, Tustin, Orange County, California, United States of America",18,"anaheim_and_irvine.json,anaheim_and_riverside.json,bakersfield_and_newport beach.json,fremont_and_newport beach.json,fresno_and_santa ana.json,huntington beach_and_irvine.json,huntington beach_and_oakland.json,huntington beach_and_santa ana.json,huntington beach_and_santa clarita.json,irvine_and_long beach.json,irvine_and_newport beach.json,irvine_and_santa ana.json,long beach_and_riverside.json,newport beach_and_oakland.json,newport beach_and_santa ana.json,oakland_and_riverside.json,oakland_and_santa ana.json,riverside_and_santa ana.json"
