City,Attraction,URL,ReviewCount,Address,ContactNo,Review,Rank,Total Attractions,KnownFor
Newport Beach,Newport Beach Vineyards and Winery,https://www.tripadvisor.com/Attraction_Review-g32780-d7289709-Reviews-Newport_Beach_Vineyards_and_Winery-Newport_Beach_California.html,5,"2128 Mesa Dr , Newport Beach , CA 92660-1709",+1 949-630-8662,"??? Very cool winery ??? We came here as part of the OC Wine Tour. This place is really off the beaten path. The wines were ok, but the grounds are beautiful??_so much to see??_even chickens! The landscaping... read more Reviewed November 13, 2015 djbls , Orlando, Fl",#44,71,
Paso Robles,Vina Robles Vineyards & Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d1051507-Reviews-Vina_Robles_Vineyards_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,68,"3700 Mill Rd , Off Highway 46 East , Paso Robles , CA 93446-7055",+1 805-227-4812,,#29,162,
Paso Robles,Sextant Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d4049002-Reviews-Sextant_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,21,"Paso Robles , Paso Robles , CA 93401",805-542-0133,,#61,162,
Paso Robles,Shale Oak Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d2694301-Reviews-Shale_Oak_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,26,"3235 Oakdale Rd , Paso Robles , CA 93446-8656",(805) 239-4800,,#48,162,
Newport Beach,The Ben Carlson Memorial Statue,https://www.tripadvisor.com/Attraction_Review-g32780-d10543312-Reviews-The_Ben_Carlson_Memorial_Statue-Newport_Beach_California.html,4,"70 Newport Pier , Next to Mc Fadden's Wharf at the entrance to the Newport Beach pier , Newport Beach , CA 92663-4340",,"??? A Tribute Statue to a Newport Lifeguard, dying in a rescue. ??? As a former Pacific Ocean Lifeguard, I know Ben was one of the many ""First Responders"" to a problem. Unfortunately, Ben drowned while rescuing a victim, who survived. Ben... read more Reviewed August 24, 2016 Kent S , Santa Clarita, California",#41,71,
Paso Robles,Nadeau Family Vintners,https://www.tripadvisor.com/Attraction_Review-g32861-d3611607-Reviews-Nadeau_Family_Vintners-Paso_Robles_San_Luis_Obispo_County_California.html,8,"3860 Peachy Canyon Rd , Paso Robles , CA 93446-9691",,,#99,162,
Paso Robles,Paso Robles Pioneer Museum,https://www.tripadvisor.com/Attraction_Review-g32861-d1746974-Reviews-Paso_Robles_Pioneer_Museum-Paso_Robles_San_Luis_Obispo_County_California.html,51,"2010 Riverside Ave , Paso Robles , CA 93446-1758",,,#25,162,
Newport Beach,Lovell Beach House,https://www.tripadvisor.com/Attraction_Review-g32780-d7753692-Reviews-Lovell_Beach_House-Newport_Beach_California.html,5,"1242 West Ocean Front , Newport Beach , CA 92661",,"??? Stunning Design ??? This home is one of a kind. Concrete and glass w/ the casement windows make this gem worth seeing. Located on the Boardwalk between the Newport & Balboa Piers it's worth taking a... read more Reviewed August 23, 2016 Rich C , Newport Beach, California",#43,71,
Paso Robles,Grey Wolf Cellars,https://www.tripadvisor.com/Attraction_Review-g32861-d2060510-Reviews-Grey_Wolf_Cellars-Paso_Robles_San_Luis_Obispo_County_California.html,31,"2174 W Highway 46 , Paso Robles , CA 93446-8602",,,#39,162,
Paso Robles,Pear Valley Vineyard,https://www.tripadvisor.com/Attraction_Review-g32861-d3294806-Reviews-Pear_Valley_Vineyard-Paso_Robles_San_Luis_Obispo_County_California.html,46,"4900 Union Rd , Paso Robles , CA 93446-9345",18052372861,,#26,162,
Newport Beach,Pirate House,https://www.tripadvisor.com/Attraction_Review-g32780-d10509974-Reviews-Pirate_House-Newport_Beach_California.html,3,"35th Street and Marcus Ave , Newport Beach , CA 92663",,"??? Big Red Cock! ??? Tucked away in a nice quiet is a house with a big red cock and a cowboy on the roof with a bunch of pirates strategically placed around the outside. Well done! Reviewed 2 days ago mfont2 , Houston, Texas",#48,71,
Paso Robles,Mitchella Vineyard & Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d1197817-Reviews-Mitchella_Vineyard_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,38,"2525 Mitchell Ranch Way , Paso Robles , CA 93446-6354",+1 805-239-8555,,#41,162,
Los Angeles,Griffith Park,https://www.tripadvisor.com/Attraction_Review-g32655-d129312-Reviews-Griffith_Park-Los_Angeles_California.html,"2,240","4730 Crystal Springs Dr , Los Angeles , CA 90027-1401",(323) 913-4688,"??? Hidden highlight ??? My girlfriend said she wanted to walk in Griffith park and originally I was not too keen. Once we started the walk though I really started to enjoy it. It was a hot day but there... read more Reviewed 2 days ago Ant M , Redditch, United Kingdom",#7,505,Nature & Parks
Paso Robles,Clautiere Vineyard,https://www.tripadvisor.com/Attraction_Review-g32861-d2693186-Reviews-Clautiere_Vineyard-Paso_Robles_San_Luis_Obispo_County_California.html,6,"1340 Penman Springs Rd , Paso Robles , CA 93446-7026",(805) 237-3789,,#121,162,
Paso Robles,Rio Seco Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d1773104-Reviews-Rio_Seco_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,24,"4295 Union Rd , Paso Robles , CA 93446-6378",(805) 237-8884,,#54,162,
Paso Robles,Penman Springs Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d3258349-Reviews-Penman_Springs_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,20,"1985 Penman Springs Rd , Paso Robles , CA 93446-9362",(805) 237-7959,,#52,162,
Newport Beach,Newport Sports Museum,https://www.tripadvisor.com/Attraction_Review-g32780-d813247-Reviews-Newport_Sports_Museum-Newport_Beach_California.html,17,"100 Newport Center Dr Ste 100 , Newport Beach , CA 92660-6990",949-721-9333,"??? Sadly this is closed ??? Closed A treasure of Newport Beach. Many children and adults enjoyed visiting and learning about their favorite sports figure or team. Many famous athletes spoke to children from... read more Reviewed October 12, 2015 Hyflyingbee",#34,71,
Paso Robles,Still Waters Vineyards,https://www.tripadvisor.com/Attraction_Review-g32861-d2277278-Reviews-Still_Waters_Vineyards-Paso_Robles_San_Luis_Obispo_County_California.html,26,"2750 Old Grove Ln , Paso Robles , CA 93446-7451",18052379231,,#46,162,
Paso Robles,Cass Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d2625530-Reviews-Cass_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,27,"7350 Linne Rd , Paso Robles , CA 93446-9407",805.239.1730,,#49,162,
Paso Robles,Windward Vineyard,https://www.tripadvisor.com/Attraction_Review-g32861-d292210-Reviews-Windward_Vineyard-Paso_Robles_San_Luis_Obispo_County_California.html,25,"1380 Live Oak Rd , Paso Robles , CA 93446-6611",805-239-2565,,#40,162,
Newport Beach,Balboa Fun Zone,https://www.tripadvisor.com/Attraction_Review-g32780-d2359997-Reviews-Balboa_Fun_Zone-Newport_Beach_California.html,196,"600 E Bay Ave Ste R , Newport Beach , CA 92661-1347",(949) 673-0408,"??? Definitely a great place for families with kids ??? This area is perfect for the family with children, its got the rides & fun-zone with games. There are dining options that would cater perfectly for kids, theres ice cream... read more Reviewed 1 week ago cortez48 , australia",#14,71,
Paso Robles,Four Lanterns Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d8039514-Reviews-Four_Lanterns_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,9,"2485 West Highy way 46 , Paso Robles , CA 93446",949-300-5437,,#86,162,
Paso Robles,TH Estate Wines,https://www.tripadvisor.com/Attraction_Review-g32861-d3661747-Reviews-TH_Estate_Wines-Paso_Robles_San_Luis_Obispo_County_California.html,25,"870 Arbor Rd , Paso Robles , CA 93446-8609 (Formerly Terry Hoage Vineyards)",+1 805-238-2083,,#45,162,
Paso Robles,Villa Creek Cellars,https://www.tripadvisor.com/Attraction_Review-g32861-d2470703-Reviews-Villa_Creek_Cellars-Paso_Robles_San_Luis_Obispo_County_California.html,17,"5995 Peachy Canyon Rd , Paso Robles , CA 93446-9692",805 238-7145,,#80,162,
Newport Beach,Newport Beach,https://www.tripadvisor.com/Attraction_Review-g32780-d255306-Reviews-Newport_Beach-Newport_Beach_California.html,931,"100 Civic Center Dr , Newport Beach , CA 92660-3267",,"??? Pretty beach, easy access, short shore-break and large undertow ??? Golden sand and blue water make for an eyeful of beauty at this beach. Not a great place for the littlest swimmers because of the steep beach and undertow, but this is a lovely... read more Reviewed 2 days ago Mimismama , Portland, OR",#2,71,
Paso Robles,Conservation Ambassadors,https://www.tripadvisor.com/Attraction_Review-g32861-d8704281-Reviews-Conservation_Ambassadors-Paso_Robles_San_Luis_Obispo_County_California.html,2,"2445 Adobe Rd , Paso Robles , CA 93446-9525",+(1)805-391-0604,,#148,162,
Paso Robles,Harris Stage Lines,https://www.tripadvisor.com/Attraction_Review-g32861-d546551-Reviews-Harris_Stage_Lines-Paso_Robles_San_Luis_Obispo_County_California.html,9,"5995 N River Rd , Paso Robles , CA 93446-8398",805/237-1860,,#114,162,
Paso Robles,Paso Under Ground,https://www.tripadvisor.com/Attraction_Review-g32861-d8382160-Reviews-Paso_Under_Ground-Paso_Robles_San_Luis_Obispo_County_California.html,1,"1140 Pine St , Paso Robles , CA 93446-2521",(805) 237-0799,,#143,162,
Paso Robles,Uptown Family Park,https://www.tripadvisor.com/Attraction_Review-g32861-d8440353-Reviews-Uptown_Family_Park-Paso_Robles_San_Luis_Obispo_County_California.html,5,"641 36th St , Paso Robles , CA 93446",(805) 227-PASO,,#124,162,
Paso Robles,Franklin Hot Springs,https://www.tripadvisor.com/Attraction_Review-g32861-d6948760-Reviews-Franklin_Hot_Springs-Paso_Robles_San_Luis_Obispo_County_California.html,24,"3015 Creston Rd , Paso Robles , CA 93446-9477",18057125372,,#78,162,
Paso Robles,The Relices Mall,https://www.tripadvisor.com/Attraction_Review-g32861-d10820689-Reviews-The_Relices_Mall-Paso_Robles_San_Luis_Obispo_County_California.html,2,"1329 Spring Street , Paso Robles , CA 93446",8052963612,,#140,162,
Paso Robles,WineShine Distillery,https://www.tripadvisor.com/Attraction_Review-g32861-d8532108-Reviews-WineShine_Distillery-Paso_Robles_San_Luis_Obispo_County_California.html,1,"3064 Limestone Way , Paso Robles , CA 93446-5988",+(1)805-286-4453,,#142,162,
Paso Robles,Firestone Walker Brewing Company,https://www.tripadvisor.com/Attraction_Review-g32861-d6895235-Reviews-Firestone_Walker_Brewing_Company-Paso_Robles_San_Luis_Obispo_County_California.html,26,"1400 Ramada Dr , Paso Robles , CA 93446-3993",(805)225-5911,,#37,162,
Sonoma,Woody's Wine Tours - Sonoma,https://www.tripadvisor.com/Attraction_Review-g33107-d3683218-Reviews-Woody_s_Wine_Tours_Sonoma-Sonoma_Sonoma_County_California.html,26,"Sonoma , CA 95405",707-396-8235,,#23,42,
Paso Robles,Le Vigne Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d2433365-Reviews-Le_Vigne_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,25,"5115 Buena Vista Dr , Paso Robles , CA 93446-8558",18052274000,,#33,162,
Paso Robles,Kukkula Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d1982981-Reviews-Kukkula_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,12,"9515 Chimney Rock Rd , Paso Robles , CA 93446-9790",805-227-0111,,#73,162,
Paso Robles,Brecon Estate,https://www.tripadvisor.com/Attraction_Review-g32861-d6924778-Reviews-Brecon_Estate-Paso_Robles_San_Luis_Obispo_County_California.html,33,"7450 Vineyard Dr , Paso Robles , CA 93446-8677",+1 805-239-2200,,#27,162,
Paso Robles,Caliza Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d1949348-Reviews-Caliza_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,13,"2570 Anderson Rd , Paso Robles , CA 93446-6616",+1 805-237-1480,,#71,162,
Paso Robles,Fratelli Perata Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d3315502-Reviews-Fratelli_Perata_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,15,"1595 Arbor Rd , Paso Robles , CA 93446-9669",(805) 238-2809,,#69,162,
Paso Robles,Alta Colina Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d7090298-Reviews-Alta_Colina_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,11,"2725 Adelaida Rd , Paso Robles , CA 93446-9765",(805) 227-4191,,#65,162,
Paso Robles,McPrice Myers Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d9979797-Reviews-McPrice_Myers_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,5,"3525 Adelaida Rd , Paso Robles , CA 93446-9781",805-237-1245,,#110,162,
Paso Robles,Villicana Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d3370309-Reviews-Villicana_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,15,"2725 Adelaida Rd , Paso Robles , CA 93446-9765",,,#88,162,
Paso Robles,Le Cuvier Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d3981887-Reviews-Le_Cuvier_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,36,"3333 Vine Hill Ln , Paso Robles , CA 93446-9713",18052385706,,#24,162,
Paso Robles,J Dusi Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d5512979-Reviews-J_Dusi_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,50,"1401 W Highway 46 , Paso Robles , CA 93446-8653",805.226.2034,,#18,162,
Paso Robles,Wild Coyote Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d3376918-Reviews-Wild_Coyote_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,20,"3775 Adelaida Rd , Paso Robles , CA 93446-9781",805-610-1311,,#87,162,
Paso Robles,Kiamie Wine Cellars,https://www.tripadvisor.com/Attraction_Review-g32861-d3850136-Reviews-Kiamie_Wine_Cellars-Paso_Robles_San_Luis_Obispo_County_California.html,9,"9750 Adelaida Rd , Paso Robles , CA 93446-9787",805-226-8333,,#93,162,
Paso Robles,Pomar Junction Vineyard & Winery,https://www.tripadvisor.com/Attraction_Review-g32861-d1224598-Reviews-Pomar_Junction_Vineyard_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,21,"5036 S. El Pomar Rd. , Paso Robles , CA",+1 805-238-9940,,#62,162,
Carp,Carpinteria Valley Museum of History,https://www.tripadvisor.com/Attraction_Review-g32176-d6984740-Reviews-Carpinteria_Valley_Museum_of_History-Carpinteria_California.html,17,"956 Maple St , Carpinteria , CA 93013-2021",805 684 3112,,#4,18,
Penn Valley,Historic Bridgeport Covered Bridge,https://www.tripadvisor.com/Attraction_Review-g32869-d128311-Reviews-Historic_Bridgeport_Covered_Bridge-Penn_Valley_California.html,46,"17660 Pleasant Valley Rd , Penn Valley , CA 95946-9728",530-432-2546,,#1,4,
Carp,Island Brewing Company,https://www.tripadvisor.com/Attraction_Review-g32176-d1748977-Reviews-Island_Brewing_Company-Carpinteria_California.html,44,"5049 6th St , Carpinteria , CA 93013-2001",18057458272,,#3,18,
Penn Valley,Pilot Peak Vineyard & Winery,https://www.tripadvisor.com/Attraction_Review-g32869-d3318075-Reviews-Pilot_Peak_Vineyard_Winery-Penn_Valley_California.html,13,"12888 Spenceville Rd , Penn Valley , CA 95946-9371",+1 530-432-3321,,#3,4,
Carp,Tomol Interpretive Play Area,https://www.tripadvisor.com/Attraction_Review-g32176-d2646959-Reviews-Tomol_Interpretive_Play_Area-Carpinteria_California.html,22,"300 Block Linden Ave , Carpinteria , CA 93013",,,#5,18,
Carp,Tar Pits Park,https://www.tripadvisor.com/Attraction_Review-g32176-d2027569-Reviews-Tar_Pits_Park-Carpinteria_California.html,22,"Carpinteria , CA",,,#6,18,
Penn Valley,South Yuba River State Park,https://www.tripadvisor.com/Attraction_Review-g32869-d113245-Reviews-South_Yuba_River_State_Park-Penn_Valley_California.html,37,"Penn Valley , CA",916-432-2546,,#2,4,
Penn Valley,Head to Heal Day Spa,https://www.tripadvisor.com/Attraction_Review-g32869-d7235126-Reviews-Head_to_Heal_Day_Spa-Penn_Valley_California.html,1,"17325 Penn Valley Dr , Penn Valley , CA 95946-9340",(530)432-4777,"??? Zen experience in the foothills of Sierra Nevada ??? You may never look for this sweet little day spa but the professionals who work here are a treasure in the Gold Country. Tucked off in a little corner of Penn Valley (not much... read more Reviewed November 3, 2014 Debbie S , California Add Photo Write a Review 1 Review from our TripAdvisor Community Which Penn Valley hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (0) Very good (1) Average (0) Poor (0) Terrible (0) Traveler type Families (0) Couples (0) Solo (1) Business (0) Friends (0) Time of year Mar-May (0) Jun-Aug (0) Sep-Nov (1) Dec-Feb (0) Language All languages English (1) Showing 1: English review Clear all Start your review of Head to Heal Day Spa Click to rate Debbie S California Level Contributor 60 reviews 9 attraction reviews 14 helpful votes ??? Zen experience in the foothills of Sierra Nevada ??? Reviewed November 3, 2014 You may never look for this sweet little day spa but the professionals who work here are a treasure in the Gold Country. Tucked off in a little corner of Penn Valley (not much more than a couple of four corners itself) is a darling little day spa. The massage therapist Charlotte Myrrah is amazingly gifted. She is well versed... More Helpful? Thank Debbie S Report Updating list... Travelers who viewed Head to Heal Day Spa also viewed South Yuba River State Park 37 Reviews Penn Valley, CA Pilot Peak Vineyard & Winery 13 Reviews Penn Valley, CA Historic Bridgeport Covered Bridge 46 Reviews Penn Valley, CA All things to do in Penn Valley (4) Been to Head to Heal Day Spa? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Head to Heal Day Spa staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Will you pick up and drop off at my hotel? I have a family of 7. Can your tour accommodate all of us together? How should I dress for this tour? Near Head to Heal Day Spa Top-rated Attractions Nearby 46 Reviews Historic Bridgeport Covered Bridge 363 Reviews Empire Mine State Historic Park 30 Reviews Bourn House Browse all attractions Top-rated Restaurants Nearby 52 Reviews Blue Cow Deli 11 Reviews Caleb's Creamery and Coffee 38 Reviews Northridge restaurant Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#4,4,
