youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"qoANwqSO3H0,UozxHE4nE9c,lNpeKnZrb7U",Beverly Center,,"Very confusing to get around with the current renovations in progress. What we did like was that the Macy's, Bloomingdales, and fast fashion (H&M, Uniqlo) stores were well stocked... read more",4,238,+1 310-854-0071,West Hollywood,"8500 Beverly Blvd , West Hollywood , CA 90048-6201",https://www.tripadvisor.com/Attraction_Review-g33252-d181149-Reviews-Beverly_Center-West_Hollywood_California.html,west_hollywood.json,beverly center,5,-118.3772725,34.0749916,12,100
"qoANwqSO3H0,UozxHE4nE9c,lNpeKnZrb7U",Beverly Center,,"Very confusing to get around with the current renovations in progress. What we did like was that the Macy's, Bloomingdales, and fast fashion (H&M, Uniqlo) stores were well stocked... read more",4,238,+1 310-854-0071,West Hollywood,"8500 Beverly Blvd , West Hollywood , CA 90048-6201",https://www.tripadvisor.com/Attraction_Review-g33252-d181149-Reviews-Beverly_Center-West_Hollywood_California.html,west_hollywood.json,beverly centre,1,-118.3772725,34.0749916,1,100
"DIRbIAJ4BE8,kakTxvhuPiU,bM6OCOUN-e0",Beverly Gardens Park,,I loved this park and good for the couple. I recommend for visit here at the evening. It has awesome playgrounds for kids. So perfect small family outing.,7,49,,Beverly Hills,"Santa Monica Blvd , Beverly Hills , CA",https://www.tripadvisor.com/Attraction_Review-g32070-d10264861-Reviews-Beverly_Gardens_Park-Beverly_Hills_California.html,beverly_hills.json,beverly gardens park,4,-118.4034621,34.0723509,4,100
"TMpK7eIqDKw,_T6J8Ok8V_s,kyd6R15r1nM",Bidwell Park,Nature & Parks,"The park basically covers the watershed of Chico creek. The lower Bidwell park is a nice city park with beautiful trees, shady trails, bridges over the creek, easy walking - nice... read more",1,344,+1 530-896-7800,Chico,"965 Fir St , Chico , CA 95928-6301",https://www.tripadvisor.com/Attraction_Review-g32201-d273469-Reviews-Bidwell_Park-Chico_California.html,chico.json,bidwell park,1,-121.8109006,39.7457045,1,100
"jxLCL2EOw4A,AFGrHTIKGqU,kVuv_9ueWG8",Big Basin Redwoods State Park,"Beaches , State Parks , Nature & Parks , Outdoor Activities",I'm from the east coast so hiking in this forest was unforgettable. The red woods are amazing and it's not far from the downtown Santa Cruz. Easy to get around and not too... read more,1,437,+1 831-338-8860,Boulder Creek,"21600 Big Basin Way , Boulder Creek , CA 95006-9063",https://www.tripadvisor.com/Attraction_Review-g32100-d127946-Reviews-Big_Basin_Redwoods_State_Park-Boulder_Creek_California.html,boulder_creek.json,big basin redwoods state park,6,-122.2398166,37.1550317,19,100
"yAGF1JUpvLg,o3gxOlnzx0I,Z6FPT3dh838",Big Bear Lake,"Ski & Snowboard Areas , Hiking Trails , Bodies of Water , Outdoor Activities , Nature & Parks , More","my partner and I spent 2nights in big bear. this place was fantastic. beautiful lake, fantastic places to eat and drinks, lots of activities. beautiful scenery. fantastic people... read more",1,453,909-866-4345,Big Bear Region,"Hwys 30, 330 & 18 , CA 92315",https://www.tripadvisor.com/Attraction_Review-g32074-d105409-Reviews-Big_Bear_Lake-Big_Bear_Region_California.html,big_bear_region.json,big bear lake,203,-116.9322096,34.253293,174,100
"yAGF1JUpvLg,o3gxOlnzx0I,Z6FPT3dh838",Big Bear Lake,"Ski & Snowboard Areas , Hiking Trails , Bodies of Water , Outdoor Activities , Nature & Parks , More","my partner and I spent 2nights in big bear. this place was fantastic. beautiful lake, fantastic places to eat and drinks, lots of activities. beautiful scenery. fantastic people... read more",1,453,909-866-4345,Big Bear Region,"Hwys 30, 330 & 18 , CA 92315",https://www.tripadvisor.com/Attraction_Review-g32074-d105409-Reviews-Big_Bear_Lake-Big_Bear_Region_California.html,big_bear_region.json,big break lake,2,-121.7102315,38.016588,3,100
"2KrmaRFDR6g,a1zeGNZ4a1Q,0d-8HUVgFpk",Big Trees Trail,,Great short paved trail around Round Meadow. My favorite place to relax on a bench in May to watch bears feeding in the meadow.,21,39,,Sequoia and Kings Canyon National Park,"Hwy 198 , Sequoia National Park , Sequoia and Kings Canyon National Park, CA",https://www.tripadvisor.com/Attraction_Review-g143050-d4718519-Reviews-Big_Trees_Trail-Sequoia_and_Kings_Canyon_National_Park_California.html,sequoia_and_kings_canyon_national_park.json,big trees trail,1,-122.1793661,37.8123365,4,100
"55Ji7Xm2IV4,dIHZ5kYHd6o,1neBNrioXp8",Bolinas Lagoon,,Just drove by and enjoyed the view from car but then we saw many sea lions sun bathing in shallow part of the lagoon. It was soo funny seeing them making the things sea lions... read more,2,10,415-868-9244,Olema,"4900 Highway 1 , Stinson Beach , Olema , CA",https://www.tripadvisor.com/Attraction_Review-g32820-d103137-Reviews-Bolinas_Lagoon-Olema_Marin_County_California.html,olema.json,bolinas lagoon,2,-122.6810952,37.9182589,3,100
"AqwBY4xFv-0,s_AscHhORKc,-o8JNaWMNuc",Bolsa Chica State Beach,"Beaches , Outdoor Activities , Nature & Parks","We just camped here for the weekend. Its a great quiet camping spot away from the city lights and traffic. They reduced the fire pits down by half, so if you want to get one, get... read more",8,116,+1 800-777-0369,Huntington Beach,"Pacific Coast Highway , Huntington Beach , CA",https://www.tripadvisor.com/Attraction_Review-g32513-d2233275-Reviews-Bolsa_Chica_State_Beach-Huntington_Beach_California.html,huntington_beach.json,bolsa chica state beach,4,-118.0475618,33.6950185,10,100
"Pp-96vCnMZg,Fk8nIc46xZ8,HVRFB9awDWw",Boulder Bay Park,Nature & Parks,Park is always clean and well kept city does a great job All we need now is water in the lake It's sad water is so low that people can't enjoy it,3,124,+1 909-866-7521,Big Bear Lake,"39148 California 18 , Big Bear Lake , CA 92315",https://www.tripadvisor.com/Attraction_Review-g2018261-d4738135-Reviews-Boulder_Bay_Park-Big_Bear_Lake_Big_Bear_Region_California.html,big_bear_lake.json,boulder bay park,3,-116.949195,34.23859285,26,100
"p49CfKH9cgY,xf6R3GsUWuc,369vdKDfaPU",Bradbury Building,"Neighborhood: Downtown Architectural Buildings , Sights & Landmarks",You've seen it on TV and it is an architectural gem. so glad it's been revamped and being used again. Take ten minutes to enjoy it.,28,344,+1 213-626-1893,Los Angeles,"304 S Broadway , Downtown , Los Angeles , CA 90013-1224",https://www.tripadvisor.com/Attraction_Review-g32655-d127352-Reviews-Bradbury_Building-Los_Angeles_California.html,los_angeles.json,bradbury building,5,-118.2478074,34.05047545,7,100
"WNrDuwmDfb8,Uir-VvNoi0Y,zkzQOe2DgZE",Brea Mall,,A nice sized mall with a good variety of stores on offer. We were staying right next door at Embassy Suites so it was an easy walk to the mall via JC Pennys. Its well laid out... read more,2,35,714-990-2732,Brea,"1065 Brea Mall , Brea , CA 92821-5718",https://www.tripadvisor.com/Attraction_Review-g32107-d6778461-Reviews-Brea_Mall-Brea_California.html,brea.json,brea mall,4,-117.8863244,33.9152037,15,100
"xIxRC8AQeEU,7_0eZQ4HN38,Ek1yQkGDYVk",Bronson Caves,,Short hike up a gradually sloping hill to the Batcave from the original Batman series. Saw some college students setting up to shoot a short film for their classes. Also... read more,129,38,+1 213-913-4688,Los Angeles,"West side of Griffith Park, end of Canyon Drive , Los Angeles , CA 90026",https://www.tripadvisor.com/Attraction_Review-g32655-d560748-Reviews-Bronson_Caves-Los_Angeles_California.html,los_angeles.json,bronson ave.,1,-118.3179895,34.1008085,19,100
"VRHojR3murE,XORgBIcd3_U,LSmXXcQMdS0",Bubblegum Alley,,"Walking down the main street and found Bubblegum Alley, between 2 stores. It is gross, but worth a peek, for a few minutes.",6,574,,San Luis Obispo,"700 block of Higuera Street , San Luis Obispo , CA",https://www.tripadvisor.com/Attraction_Review-g33026-d249402-Reviews-Bubblegum_Alley-San_Luis_Obispo_San_Luis_Obispo_County_California.html,san_luis_obispo.json,bubblegum alley,2,-120.6638629,35.2791663,99,100
"hlvHp2R9fFQ,pLIi3mVPEos,lWFOZpccnCU",Butano State Park,,We ended up hiking the long loop starting at Jackson Flats and ended coming back on Ano Nuevo. It was 10 miles with a lot of up and down the last half. The loop started in a... read more,6,38,,Pescadero,"Cloverdale Road , Pescadero , CA",https://www.tripadvisor.com/Attraction_Review-g32873-d3473695-Reviews-Butano_State_Park-Pescadero_California.html,pescadero.json,burns state park,1,-121.6653883,36.16998345,1,100
"lIsk7zArT5g,FzN69WcEU_8,D8WLz3RPz70",Burton W. Chace Park,Nature & Parks,"Burton Chase Park is not a ""destination spot"" per say but it is a nice spot to pause, sit and relax, people watch and take a break!",2,70,+1 310-305-9595,Marina del Rey,"13650 Mindanao Way , Marina del Rey , CA 90292",https://www.tripadvisor.com/Attraction_Review-g32684-d636086-Reviews-Burton_W_Chace_Park-Marina_del_Rey_California.html,marina_del_rey.json,burton w. chace park,2,-118.1949637,33.85453775,4,100
"hlvHp2R9fFQ,pLIi3mVPEos,lWFOZpccnCU",Butano State Park,,We ended up hiking the long loop starting at Jackson Flats and ended coming back on Ano Nuevo. It was 10 miles with a lot of up and down the last half. The loop started in a... read more,6,38,,Pescadero,"Cloverdale Road , Pescadero , CA",https://www.tripadvisor.com/Attraction_Review-g32873-d3473695-Reviews-Butano_State_Park-Pescadero_California.html,pescadero.json,butano state park,1,-122.3213069,37.22590915,1,100
"BQ_x0pvrzWM,GkNUrh3AixU,b_CYrHzznRQ",Butterfly Beach,"Beaches , Outdoor Activities , Nature & Parks","Beautiful, unspoiled beach with plenty of free parking. Just lovely. No bathrooms available for the public.",2,89,,Montecito,"Montecito , CA",https://www.tripadvisor.com/Attraction_Review-g32736-d104594-Reviews-Butterfly_Beach-Montecito_California.html,montecito.json,butterfly beach,4,-120.6325606,35.1297605,11,100
"Io04AwjoKks,c6RKIxdDfBI,by5jrW_et80",Cabrillo Beach,,"As a first time visitor of Cali, I had high expectations for the beaches and Cabrillo exceeded them! I was there at night, and even then, it was pretty serene and beautiful. The... read more",150,27,,Los Angeles,"3720 Stephen M. White Dr , Los Angeles , CA",https://www.tripadvisor.com/Attraction_Review-g32655-d255305-Reviews-Cabrillo_Beach-Los_Angeles_California.html,los_angeles.json,cabrillo beach,1,-118.279562,33.7087152,11,100
"Mxo1zBRcesY,6eMQAkV30X8,yWEpZA3Kw04",Calico Ghost Town,,However I wouldn't have cry if I would have missed it. Just an old western set-up. There are a few attractions but you have to pay extra for it....,1,"1,240",+1 760-254-2122,Yermo,"36600 Ghost Town Rd , Yermo , CA 92398-0406",https://www.tripadvisor.com/Attraction_Review-g33295-d126686-Reviews-Calico_Ghost_Town-Yermo_California.html,yermo.json,calico ghost town,3,-116.8635398,34.9486815,5,100
"F0fWz-8z4-o,doduwXE9GMc",California Oil Museum,,"Not a gi-normous place but make sure to leave plenty of time to see all. Great exhibitions - especially liked the re motor bikes documentary, and the video re animal life around... read more",1,39,+1 805-933-0076,Santa Paula,"1001 E Main St , Santa Paula , CA 93060-2809",https://www.tripadvisor.com/Attraction_Review-g33053-d2169549-Reviews-California_Oil_Museum-Santa_Paula_California.html,santa_paula.json,california museum,2,-121.4956482,38.5743238,3,100
"hYR-GRmH5LI,kMvQ3xbrgnI,kKCV59TZ4Bw",California Plaza,"ニ_ニ_ニ_ Restful oasis in middle of town ニ_ニ_ニ_ Reviewed 3 weeks ago This lovely spot is in the middle of town, overlooked by the Omni Hotel amongst other tall buildings. There is a walkway, a lake, and plenty of tables and chairs where one can rest and enjoy the spot. It's a sunken area (on the side of a hill, really), and there's a walkway around the top of it as well.... More Helpful? Thank fussytraveller29 Report",,290,2,,Los Angeles,,https://www.tripadvisor.com/Attraction_Review-g32655-d10454271-Reviews-California_Plaza-Los_Angeles_California.html,los_angeles.json,california plaza,1,-118.251339,34.05186635,1,100
"twWCuzsoEIY,n-37FjRBUb4,Sw2SJdZdzZQ",California Science Center,"Science Museums , Museums",you cannot help but be impressed and in aww of such a fabulous piece of science. That ordinary people can go to see something so close up that has been into space and back is... read more,5,"2,703",+1 323-724-3623,Los Angeles,"700 Exposition Park Drive , Los Angeles , CA 90037-1254",https://www.tripadvisor.com/Attraction_Review-g32655-d106164-Reviews-California_Science_Center-Los_Angeles_California.html,los_angeles.json,california science center,10,-118.2862869,34.0159757,42,100
"twWCuzsoEIY,n-37FjRBUb4,Sw2SJdZdzZQ",California Science Center,"Science Museums , Museums",you cannot help but be impressed and in aww of such a fabulous piece of science. That ordinary people can go to see something so close up that has been into space and back is... read more,5,"2,703",+1 323-724-3623,Los Angeles,"700 Exposition Park Drive , Los Angeles , CA 90037-1254",https://www.tripadvisor.com/Attraction_Review-g32655-d106164-Reviews-California_Science_Center-Los_Angeles_California.html,los_angeles.json,california science centre,2,-118.2862869,34.0159757,3,100
"tITJpF4vEnA,b-2Nz3a_Ric,Hbj5DZ7zhK8",California State Capitol and Museum,"Specialty Museums , Museums",Amazing tours for Free! Knowledgeable folks offer great tours of the capital building. Be sure to ask questions! I really enjoyed learning about the building and the state of... read more,3,942,+1 916-324-0333,Sacramento,"10th St btwn L & N Sts , Room B-27 , Sacramento , CA 95814",https://www.tripadvisor.com/Attraction_Review-g32999-d219610-Reviews-California_State_Capitol_and_Museum-Sacramento_California.html,sacramento.json,california state capitol museum,3,-121.4932348,38.57652685,4,100
"tITJpF4vEnA,b-2Nz3a_Ric,Hbj5DZ7zhK8",California State Capitol and Museum,"Specialty Museums , Museums",Amazing tours for Free! Knowledgeable folks offer great tours of the capital building. Be sure to ask questions! I really enjoyed learning about the building and the state of... read more,3,942,+1 916-324-0333,Sacramento,"10th St btwn L & N Sts , Room B-27 , Sacramento , CA 95814",https://www.tripadvisor.com/Attraction_Review-g32999-d219610-Reviews-California_State_Capitol_and_Museum-Sacramento_California.html,sacramento.json,california state railroad museum,13,-121.5038909,38.5846424,37,100
"9sqDWdsdMY4,32nNF-uZ3KQ,swcnUPrwz3Y",California State Indian Museum,"History Museums , Museums","IIs a cute little museum and gives a good insight in how the California's Indian went true there lives. From useful to pretty things, it's all there telling the story. It's set in... read more",24,68,+1 916-324-0971,Sacramento,"2618 K St , Sacramento , CA 95816-5104",https://www.tripadvisor.com/Attraction_Review-g32999-d127632-Reviews-California_State_Indian_Museum-Sacramento_California.html,sacramento.json,california state capitol museum,3,-121.4932348,38.57652685,4,100
"s9QyeJkmbRE,BbHf7QbsCUw,LW1AWNKI2GI",California State Railroad Museum,"Specialty Museums , Museums","A great way to spend the morning or afternoon with something for everyone looking forward to see what they do for Christmas, a must do if your in or around Sacramento and it's in... read more",1,"1,864",916-323-9280,Sacramento,"111 I St , Sacramento , CA 95814-2204",https://www.tripadvisor.com/Attraction_Review-g32999-d102772-Reviews-California_State_Railroad_Museum-Sacramento_California.html,sacramento.json,california state capitol museum,3,-121.4932348,38.57652685,4,100
"9sqDWdsdMY4,32nNF-uZ3KQ,swcnUPrwz3Y",California State Indian Museum,"History Museums , Museums","IIs a cute little museum and gives a good insight in how the California's Indian went true there lives. From useful to pretty things, it's all there telling the story. It's set in... read more",24,68,+1 916-324-0971,Sacramento,"2618 K St , Sacramento , CA 95816-5104",https://www.tripadvisor.com/Attraction_Review-g32999-d127632-Reviews-California_State_Indian_Museum-Sacramento_California.html,sacramento.json,california state railroad museum,13,-121.5038909,38.5846424,37,100
"s9QyeJkmbRE,BbHf7QbsCUw,LW1AWNKI2GI",California State Railroad Museum,"Specialty Museums , Museums","A great way to spend the morning or afternoon with something for everyone looking forward to see what they do for Christmas, a must do if your in or around Sacramento and it's in... read more",1,"1,864",916-323-9280,Sacramento,"111 I St , Sacramento , CA 95814-2204",https://www.tripadvisor.com/Attraction_Review-g32999-d102772-Reviews-California_State_Railroad_Museum-Sacramento_California.html,sacramento.json,california state railroad museum,13,-121.5038909,38.5846424,37,100
