Attraction@sourceA,City@sourceA,ReviewCount@sourceA,URL@sourceA,Address@sourceA,ContactNo@sourceA,Review@sourceA,Rank@sourceA,Total Attractions@sourceA,KnownFor@sourceA,name@sourceB,longitude@sourceB,latitude@sourceB,blogLinks@sourceB,address@sourceB,src@sourceB,dest@sourceB,Confidence
Metzger Farms and Winery,San Andreas,1,https://www.tripadvisor.com/Attraction_Review-g33006-d8843507-Reviews-Metzger_Farms_and_Winery-San_Andreas_California.html,"1706 Gold Hunter Rd , San Andreas , CA 95249-9473",(209) 754-1010,"??? laid back wine tasting ??? We found this place based on a temporary sign along the highway. Several signs later and up a gravel road. We found a fruit stand/ wine tasting place. Randy, the owner, was the... read more Reviewed November 23, 2015 Cheryl W , Fremont, California Add Photo Write a Review 1 Review from our TripAdvisor Community Which San Andreas hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (0) Very good (1) Average (0) Poor (0) Terrible (0) Traveler type Families (0) Couples (1) Solo (0) Business (0) Friends (0) Time of year Mar-May (0) Jun-Aug (0) Sep-Nov (1) Dec-Feb (0) Language All languages English (1) Showing 1: English review Clear all Start your review of Metzger Farms and Winery Click to rate Cheryl W Fremont, California Level Contributor 23 reviews 6 attraction reviews 5 helpful votes ??? laid back wine tasting ??? Reviewed November 23, 2015 We found this place based on a temporary sign along the highway. Several signs later and up a gravel road. We found a fruit stand/ wine tasting place. Randy, the owner, was the nicest man. My boyfriend tasted and discussed wine with Randy while I checked out the produce and candles. It was very laid back. It was good wine... More Helpful? Thank Cheryl W Report Updating list... Travelers who viewed Metzger Farms and Winery also viewed Calaveras County Museum Complex 17 Reviews San Andreas, CA All things to do in San Andreas (2) Been to Metzger Farms and Winery? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Metzger Farms and Winery staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Do I have to buy a ticket for my infant? How do I get there using public transportation? Is there a restaurant or caf?? onsite? Near Metzger Farms and Winery Top-rated Attractions Nearby 17 Reviews Calaveras County Museum Complex 15 Reviews Hotel Leger 5 Reviews New Hogan Lake Browse all attractions Top-rated Restaurants Nearby 29 Reviews Pickle Patch Deli and Garden 17 Reviews Crazy Eddie's Panini Grill 17 Reviews El Mezcal Grill and Mexican Food Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#2,2,,san andreas,-120.6753825,38.1875605,http://www.parks.ca.gov/?page_id=22722,"San Andreas, Angels Road, Toyanza Subdivision, Calaveras County, California, 95249, United States of America",anaheim,santa cruz,100
Calaveras County Museum Complex,San Andreas,17,https://www.tripadvisor.com/Attraction_Review-g33006-d2041824-Reviews-Calaveras_County_Museum_Complex-San_Andreas_California.html,"30 N Main Street , San Andreas , CA 95249",12097544658,,#1,2,,san andreas,-120.6753825,38.1875605,http://www.parks.ca.gov/?page_id=22722,"San Andreas, Angels Road, Toyanza Subdivision, Calaveras County, California, 95249, United States of America",anaheim,santa cruz,100
Jade Cove,San Simeon,47,https://www.tripadvisor.com/Attraction_Review-g33039-d532249-Reviews-Jade_Cove-San_Simeon_San_Luis_Obispo_County_California.html,"Highway 1 , San Simeon , CA",,,#10,13,,san simeon,-121.1907532,35.6438587,http://www.hopper.com/articles/291/five-great-stops-between-los-angeles-and-san-francisco-on-the-pacific-coast-highway,"San Simeon, San Luis Obispo County, California, United States of America",anaheim,napa,100
Wild Foodie Tours,San Ysidro,4,https://www.tripadvisor.com/Attraction_Review-g33040-d9597872-Reviews-Wild_Foodie_Tours-San_Ysidro_California.html,"Meeting spot--McDonald's San Ysidro Trolley Station , San Ysidro , CA 92173 (Formerly Wild Foodie Adventures)",+1 310-279-3305,,#2,5,,san ysidro,-117.0430812,32.5520013,http://wikitravel.org/en/San_Diego,"San Ysidro, San Diego, San Diego County, California, United States of America",avalon,carlsbad,100
Club Tengo Hambre,San Ysidro,2,https://www.tripadvisor.com/Attraction_Review-g33040-d6896712-Reviews-Club_Tengo_Hambre-San_Ysidro_California.html,"727 E San Ysidro Blvd , Meeting Spot for Baja California Tours , San Ysidro , CA 92173-3144",,,#4,5,,san ysidro,-117.0430812,32.5520013,http://wikitravel.org/en/San_Diego,"San Ysidro, San Diego, San Diego County, California, United States of America",avalon,carlsbad,100
Duty Free City,San Ysidro,5,https://www.tripadvisor.com/Attraction_Review-g33040-d8861300-Reviews-Duty_Free_City-San_Ysidro_California.html,"601 E San Ysidro Blvd , San Ysidro , CA 92173-3100",619-621-2600,,#3,5,,san ysidro,-117.0430812,32.5520013,http://wikitravel.org/en/San_Diego,"San Ysidro, San Diego, San Diego County, California, United States of America",avalon,carlsbad,100
San Joaquin Valley National Cemetery,Santa Nella,13,https://www.tripadvisor.com/Attraction_Review-g2061161-d7204201-Reviews-San_Joaquin_Valley_National_Cemetery-Santa_Nella_California.html,"32053 McCabe Rd , Santa Nella , CA 95322-9749",(209) 854-1040,,#1,1,,santa nella,-122.9666643,38.497135,https://www.yelp.com/topic/san-francisco-place-to-eat-off-i-5-between-la-and-sf,"Santa Nella, Sonoma County, California, United States of America",anaheim,oakland,100
Sedgwick Reserve,Santa Ynez,2,https://www.tripadvisor.com/Attraction_Review-g33056-d6703696-Reviews-Sedgwick_Reserve-Santa_Ynez_California.html,"3566 Brinkerhoff Ave , Santa Ynez , Santa Ynez , CA 93460-9797",805 686-1941,,#17,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
Zaca Mesa Winery,Santa Ynez,70,https://www.tripadvisor.com/Attraction_Review-g33056-d534093-Reviews-Zaca_Mesa_Winery-Santa_Ynez_California.html,"6905 Foxen Canyon Rd. , Santa Ynez , CA 93441",8056889339,,#5,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
Santa Ynez Canyon,Santa Ynez,3,https://www.tripadvisor.com/Attraction_Review-g33056-d627048-Reviews-Santa_Ynez_Canyon-Santa_Ynez_California.html,"Located in San Francisco, CA, Not in Santa Ynez, CA , Santa Ynez , CA",,,#16,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
Santa Ynez Wine Trail,Santa Ynez,14,https://www.tripadvisor.com/Attraction_Review-g33056-d269496-Reviews-Santa_Ynez_Wine_Trail-Santa_Ynez_California.html,"Santa Ynez , CA",,,#11,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
Chumash Casino,Santa Ynez,101,https://www.tripadvisor.com/Attraction_Review-g33056-d4185776-Reviews-Chumash_Casino-Santa_Ynez_California.html,"3400 E Highway 246 , Santa Ynez , CA 93460-9405",800.248.6274,,#10,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
Rancho Olivos,Santa Ynez,22,https://www.tripadvisor.com/Attraction_Review-g33056-d3337103-Reviews-Rancho_Olivos-Santa_Ynez_California.html,"2390 N Refugio Rd , Santa Ynez , CA 93460-9321",+1 805-686-9653,,#9,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
The Brander Vineyard,Santa Ynez,37,https://www.tripadvisor.com/Attraction_Review-g33056-d534092-Reviews-The_Brander_Vineyard-Santa_Ynez_California.html,"2401 N Refugio Rd , Santa Ynez , CA 93460-9321",805.688.2455,,#7,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
Kalyra Winery,Santa Ynez,55,https://www.tripadvisor.com/Attraction_Review-g33056-d562908-Reviews-Kalyra_Winery-Santa_Ynez_California.html,"343 N Refugio Rd , Santa Ynez , CA 93460-9302",(805) 693-8864,,#6,27,,santa ynez,-120.1046773,34.608637,https://www.tripadvisor.com/Travel-g28926-c197885/California:United-States:Sf.To.La.Coastal.Road.Primer.html,"Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93463, United States of America",anaheim,berkeley,100
Shirley Lake Trail,Squaw Valley,18,https://www.tripadvisor.com/Attraction_Review-g33122-d7134552-Reviews-Shirley_Lake_Trail-Squaw_Valley_California.html,"Alpine Meadows Rd , Squaw Valley , CA",,,#1,5,,squaw valley,-119.2467849,36.7402261,http://wikitravel.org/en/Fresno,"Squaw Valley, Fresno County, California, United States of America",avalon,fresno,100
Sunol Regional Wilderness,Sunol,41,https://www.tripadvisor.com/Attraction_Review-g33147-d2287068-Reviews-Sunol_Regional_Wilderness-Sunol_California.html,"1895 Geary Road , Sunol , CA",510-544-3249,,#1,4,,sunol,-121.8885682,37.5943781,http://www.roadsideamerica.com/location/ca,"Sunol, Alameda County, California, United States of America",anaheim,fresno,100
Parque/Park Morelos,Tijuana,16,https://www.tripadvisor.com/Attraction_Review-g150776-d10088930-Reviews-Parque_Park_Morelos-Tijuana_Baja_California.html,"Av de Los Insurgetes 16000 | Rio Tijuana 3ra.etapa , Tijuana 22105 , Mexico",6646252469,,#11,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Tren Turistico Tijuana Tecate,Tijuana,11,https://www.tripadvisor.com/Attraction_Review-g150776-d2188573-Reviews-Tren_Turistico_Tijuana_Tecate-Tijuana_Baja_California.html,"Blvd. Diaz Ordaz y Blvd. Simon Bolivar , Tijuana , Mexico",664 321 0822,,#23,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Universidad Autonoma de Baja California,Tijuana,32,https://www.tripadvisor.com/Attraction_Review-g150776-d4610934-Reviews-Universidad_Autonoma_de_Baja_California-Tijuana_Baja_California.html,"Circuito Universitario, Otay , Tijuana , Mexico",664-979-7500,,#6,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Casino Caliente,Tijuana,16,https://www.tripadvisor.com/Attraction_Review-g150776-d9742871-Reviews-Casino_Caliente-Tijuana_Baja_California.html,"Av Revolucion 1100 | Zona Centro , Tijuana 22000 , Mexico",,,#10,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Plaza Rio Tijuana,Tijuana,26,https://www.tripadvisor.com/Attraction_Review-g150776-d8425027-Reviews-Plaza_Rio_Tijuana-Tijuana_Baja_California.html,"Calle Paseo de los Heroes 96 , Tijuana 22010 , Mexico",5.27E+11,,#7,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Monumental Plaza de Toros,Tijuana,20,https://www.tripadvisor.com/Attraction_Review-g150776-d8816542-Reviews-Monumental_Plaza_de_Toros-Tijuana_Baja_California.html,"Avenida Del Pacifico 4 , Tijuana 22240 , Mexico",,,#9,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Avenida Revolucion,Tijuana,511,https://www.tripadvisor.com/Attraction_Review-g150776-d152722-Reviews-Avenida_Revolucion-Tijuana_Baja_California.html,"Revolution Avenue , Tijuana , Mexico",,??? Disappointed ??? Expected more. Dirty and most shops all had the same thing. People were friendly but not worth the time spent waiting in line to come back across border. Reviewed 6 days ago Nancy L via mobile,#3,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Amigos del Artes,Tijuana,8,https://www.tripadvisor.com/Attraction_Review-g150776-d540474-Reviews-Amigos_del_Artes-Tijuana_Baja_California.html,"Tijuana , Mexico",,,#17,45,,tijuana,-116.9641656,32.5008626,http://wikitravel.org/en/San_Diego,"Tijuana, Baja California, M??_??_xico",anaheim,san francisco,100
Calico Early Man Site,Yermo,13,https://www.tripadvisor.com/Attraction_Review-g33295-d263709-Reviews-Calico_Early_Man_Site-Yermo_California.html,"Minneola Rd , Yermo , CA",(760) 252-6000,,#2,2,,yermo,-116.8203126,34.9049849,http://www.roadsideamerica.com/location/ca,"Yermo, San Bernardino County, California, United States of America",anaheim,san jose,100
Calico Ghost Town,Yermo,"1,232",https://www.tripadvisor.com/Attraction_Review-g33295-d126686-Reviews-Calico_Ghost_Town-Yermo_California.html,"36600 Ghost Town Rd , Yermo , CA 92398-0406",800-TOC-ALICO or 760-254-2122,,#1,2,,yermo,-116.8203126,34.9049849,http://www.roadsideamerica.com/location/ca,"Yermo, San Bernardino County, California, United States of America",anaheim,san jose,100
