"attraction_name","attraction_knownFor","attraction_reviewComment","attraction_ranking","attraction_no_of_reviews","attraction_contact","attraction_in","attraction_address","zip_code","attraction_longitude","attraction_latitude","attraction_url","attraction_in_file","youTubeLinkIds"
"SHN Curran Theatre","","with great shows. I took my mother to see I Love Lucy and she really enjoyed it. The seats were wider than other theaters so we didnt feel sqished. The only thing is that the... read more","236","24","","San Francisco","""445 Geary St , San Francisco , CA 94102-1222""","94102","","","https://www.tripadvisor.com/Attraction_Review-g60713-d4039071-Reviews-SHN_Curran_Theatre-San_Francisco_California.html","san_francisco.json","""9gQQmct7VlE,bc_cuRftXGA,FWiKo1YXz1Y"""
"Nordstrom","""Neighborhood: SoMa Department Stores , Shopping""","""Its very close to union square, you can reach by cable car. Its a big department store. Inside the building try spiral escalator, its surprising""","133","58","+1 415-243-8500","San Francisco","""865 Market St. at Fifth St. , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d156581-Reviews-Nordstrom-San_Francisco_California.html","san_francisco.json","""IV90Q_b7v-k,QamyPd-W3Wg"""
"Glide Memorial United Methodist Church","""Sacred & Religious Sites , Sights & Landmarks""","""Visiting now in Oct San Francisco, we knew about the Gospel chor and the """"kind"""" of Mess in this Church. We went there for 11.00 am on Sunday, in the 1st floor, there were still... read more""","119","93","+1 415-771-6000","San Francisco","""330 Ellis St , West of Union Square , San Francisco , CA 94102-2735""","94102","","","https://www.tripadvisor.com/Attraction_Review-g60713-d143985-Reviews-Glide_Memorial_United_Methodist_Church-San_Francisco_California.html","san_francisco.json","""z9NuuL1HATk,NMq6rFdDyXA,TDXtO1HZNT8"""
"Martin Lawrence Galleries","","The Martin Lawrence galleries are represented internationally and carry a diverse collection of top notch art. Their spacious San Francisco gallery is an absolute joy to browse... read more","327","4","+1 415-956-0345","San Francisco","""366 Geary St , San Francisco , CA 94102-1802""","94102","","","https://www.tripadvisor.com/Attraction_Review-g60713-d3936108-Reviews-Martin_Lawrence_Galleries-San_Francisco_California.html","san_francisco.json","""TWk5WKHn1ok,eJA0Q7phxMA,F_lNeD8OXxg"""
"San Francisco Visitor Information Center","""Neighborhood: Union Square Visitor Centers , Traveler Resources""","""The Visitor Information Center may not look like much and it’s a little hidden, one level down from street level at Powell and Market St., but don’t let appearances deceive you... read more""","155","59","+1 415-391-2000","San Francisco","""900 Market St , Lower Hallidie Plaza near the Powell BART Station , San Francisco , CA 94102-2804""","94102","","","https://www.tripadvisor.com/Attraction_Review-g60713-d3505807-Reviews-San_Francisco_Visitor_Information_Center-San_Francisco_California.html","san_francisco.json","""HJIhBz_5I_Q,8JhY9G5o6QI,Oo6iAxf4si0"""
"Market Street","","""This is still a place to come and shop at individual market stalls. Some of the items are a bit on the expensive side, but it's nice if you're a shopper.""","94","409","","San Francisco","""Market Street , San Francisco , CA""","","-122.4430705","37.7515184","https://www.tripadvisor.com/Attraction_Review-g60713-d144424-Reviews-Market_Street-San_Francisco_California.html","san_francisco.json","""8Q5Nur642BU,TZzJbEklD5I,AX0PT47NKus"""
"The Flood Building","","My wife and I recently became acquainted with The Flood Building during an architectural tour of San Francisco that we took on a recent visit to this great city. The Flood... read more","244","12","","San Francisco","""870 Market St , San Francisco , CA 94102-3001""","94102","","","https://www.tripadvisor.com/Attraction_Review-g60713-d559452-Reviews-The_Flood_Building-San_Francisco_California.html","san_francisco.json","""X9gZspCJykM,h1njNwWIPZg,YNt1UYl3qeE"""
"Museum of Craft and Design","","""On our first visit, they were preparing for their next exhibition , so could only look through the book store section. Very helpful staff and some very interesting books and bits... read more""","284","9","+1 415-773-0303","San Francisco","""Third Street & 22nd Avenue, Dogpatch neighborhood , San Francisco , CA 94107""","94107","","","https://www.tripadvisor.com/Attraction_Review-g60713-d5293412-Reviews-Museum_of_Craft_and_Design-San_Francisco_California.html","san_francisco.json","""Nyeao9xb0pw,BX2hpwBMaNg,lD6mIIifwOk"""
"Clarion Alley Murals","","""Clarion Alley boasts more wonderful, colorful murals free for the viewing. Many of the murals in this alley are political in nature, especially regarding the gentrification of... read more""","144","39","","San Francisco","""Clarion Alley , San Francisco , CA 94103""","94103","-122.4194974","37.7630497","https://www.tripadvisor.com/Attraction_Review-g60713-d7827116-Reviews-Clarion_Alley_Murals-San_Francisco_California.html","san_francisco.json","""cmZY55kRbis,tOHkfub5ZOU,lt4oRqytSEI"""
"Mission District","","""The Mission District is a diverse area of the city...once a virtial melting pot of cultures, Chinese, Phillipino, Mexican and Eurooean. Now mostly Hispanic, has many good Mexican... read more""","79","374","","San Francisco","""Mission St. between 16th and Army Sts. , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d220163-Reviews-Mission_District-San_Francisco_California.html","san_francisco.json","""tYNuR1oaQts,l2HN7P9Y7aE,Irpepb6OVAI"""
"Union Street","""Neighborhood: Marina District Neighborhoods , Points of Interest & Landmarks , Other, Sights & Landmarks ""","""This is a long street in San Francisco, but it's unique in that it's the only street with two-way traffic through the Russian Hill neighborhood.""","111","91","+1 415-441-7055","San Francisco","""Union Street Association: 1686 Union St. , Cow Hollow , San Francisco , CA 94123""","94123","","","https://www.tripadvisor.com/Attraction_Review-g60713-d127868-Reviews-Union_Street-San_Francisco_California.html","san_francisco.json","""oAz6B3woW9o,quslVNMvrF0,3FoeN9ep0EA"""
"Queen Anne Victorians","","houses are really pretty. Its a movie location and easy to reach and park the car. Keep quiet while taking picture in front of the house since people are living in the houses.","200","13","","San Francisco","""700 block of Steiner Street , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d106239-Reviews-Queen_Anne_Victorians-San_Francisco_California.html","san_francisco.json","""I2CdCsAhq24,hlZFTqt2d4o,wSKbZq9rXqo"""
"Dragon's Gate","","""Unfortunately, many of the businesses at the gate entrance are not Chinese and seem a tad shady as the proprietors try to hustle their goods. Grant Ave is a nice walk to get the... read more""","229","21","","San Francisco","""Bush St , San Francisco , CA 94108""","94108","-122.4036969","37.7908124","https://www.tripadvisor.com/Attraction_Review-g60713-d8660947-Reviews-Dragon_s_Gate-San_Francisco_California.html","san_francisco.json","""vMOgmlR6TxI,oKWPacDHcEM,lQTcdQj769c"""
"Maiden Lane","","""We visited this spot as part of a Hitchcock tour (yes, this area was filmed in one of his movies. It was also known as the """"red light district"""" many years ago with more than 1200... read more""","283","16","","San Francisco","""Between Stockton and Kearny Streets , Union Square , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d311689-Reviews-Maiden_Lane-San_Francisco_California.html","san_francisco.json","""MY_TJm6yE9c,_oaURY7fXGo,1l5MbyBE_zI"""
"Lotta's Fountain","","""We took the hop on / off bus and we heard about the importance of this statue but we didn’t get off. We learned it had withstood fires, earthquakes and still remains today thus it... read more""","248","15","","San Francisco","""Coner of Geary-Market and Kearny Streets , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d4440156-Reviews-Lotta_s_Fountain-San_Francisco_California.html","san_francisco.json","""OKZPV2-EzNk,Vba0YQ_FyTY,J9vSyvTQZA4"""
"St. Mary's Square","","""Across from the church is a park, this park. Adjacent to this park is the square where the locals gather and spend their time to pass time and entertain themselves. They are... read more""","271","9","","San Francisco","""651 California St , Between Kearny Street and Quincy Street Chinatown , San Francisco , CA 94108-2506""","94108","","","https://www.tripadvisor.com/Attraction_Review-g60713-d8733848-Reviews-St_Mary_s_Square-San_Francisco_California.html","san_francisco.json","""yi2wl2fQ74s,DwswxBeqARg,OMRvmItoJFE"""
"Wells Fargo History Museum","""Neighborhood: Financial District History Museums , Specialty Museums , Museums""","I happened by this place after hours one night and made a point to return. I was not disappointed. So many interesting things to see and very educational. You can sit in a mock up... read more","87","114","+1 415-396-2619","San Francisco","""420 Montgomery St , San Francisco , CA 94104-1207""","94104","","","https://www.tripadvisor.com/Attraction_Review-g60713-d145245-Reviews-Wells_Fargo_History_Museum-San_Francisco_California.html","san_francisco.json","""0kvXfH9zNdI,ZDjvADIeZCo,NKQMiCCY9Ok"""
"Corona Heights","","""Wow! This unassuming little hill is just the best place to see the city. To be fair, there is a gentle hike to the top, but the mild effort needed is certainly worth for the... read more""","158","26","+1 415-831-2750","San Francisco","""Roosevelt Way and Castro Street , San Francisco , CA 94114""","94114","","","https://www.tripadvisor.com/Attraction_Review-g60713-d265129-Reviews-Corona_Heights-San_Francisco_California.html","san_francisco.json","""W5blVBA_zkQ,n3E0ynxCiUc,OPCuXJP2Q0I"""
"Vermont Street","","Lombard gets all the attention and with the flowers and brick it is much prettier . However Vermont is great since you don't have to deal with bumper to bumper traffic or... read more","233","13","","San Francisco","""Between 20th Street and 22nd Street , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d546392-Reviews-Vermont_Street-San_Francisco_California.html","san_francisco.json","""QCu0ZVrxbbE,JfK0VTB-C1Y,XxhPXuRLLck"""
"Victoria Theatre","","""We saw an awesome production of Little Shop of Horrors in this old restored theater last Saturday. Yes, this theater is in the Mission District and you might see some unsavory... read more""","282","7","+1 415-863-7576","San Francisco","""2961 16th St , San Francisco , CA 94103-3633""","94103","","","https://www.tripadvisor.com/Attraction_Review-g60713-d3946891-Reviews-Victoria_Theatre-San_Francisco_California.html","san_francisco.json","""IkJdiXz-4F4,pU-XWsA0_Lw,NNSOt-EZAzw"""
"The Castro","""Neighborhood: The Castro Neighborhoods , Other, Sights & Landmarks ""","""An outdoor museum of gayness safe enough for heterosexuals and cis people to explore. The restaurants are not that great, but the bars serve stiff drinks and men too. An important... read more""","52","622","+1 415-391-2000","San Francisco","""Castro and Market Sts. is the heart of the Castro , San Francisco , CA 94114""","94114","","","https://www.tripadvisor.com/Attraction_Review-g60713-d183745-Reviews-The_Castro-San_Francisco_California.html","san_francisco.json","""wefajso-umw,fLRyZuq8_fo"""
"Hendric Point","","""This place has a great view for photography. However, it can get quite windy and cool up there even during the summer months.""","235","16","","San Francisco","""San Francisco , CA""","","-122.4629896","37.7647993","https://www.tripadvisor.com/Attraction_Review-g60713-d2440554-Reviews-Hendric_Point-San_Francisco_California.html","san_francisco.json","""vZuFq4CfRR8,Vk5NFnihANs,onjiv_oWnto"""
"450 Sutter Building","","This is one Art Deco building that is best appreciated from inside. The Mayan-themed lobby with its marble walls and bronze ceiling is as intricate and as beautiful as any I have... read more","288","6","+1 415-434-6317","San Francisco","""450 Sutter St , San Francisco , CA 94108-4206""","94108","","","https://www.tripadvisor.com/Attraction_Review-g60713-d143321-Reviews-450_Sutter_Building-San_Francisco_California.html","san_francisco.json","""IBJYE6HOYG0,ckUMV7rhb9I,5kj1FDu5JsY"""
"Crocker Galleria","","""The Crocker Galleria is closed on the weekends. But on weekdays, it's great place for shopping and eating out. There are a number of eateries to choose from. For some yummy... read more""","266","16","+1 415-393-1505","San Francisco","""50 Post St , b/t Lick Pl & Kearny St, Financial District , San Francisco , CA 94104-4546""","94104","","","https://www.tripadvisor.com/Attraction_Review-g60713-d156349-Reviews-Crocker_Galleria-San_Francisco_California.html","san_francisco.json","""DSoFR99VpqQ,iMZNBELgY4k,C70gBuE3_qs"""
"Julius Kahn Playground","","Great place to meet locals in SF. There is also free parking on W. Pacific. There is always something fun happening in the park. There are also great views of the GG Bridge.","317","4","","San Francisco","""West Pacific Avenue & Maple , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d3348859-Reviews-Julius_Kahn_Playground-San_Francisco_California.html","san_francisco.json","""9MH3-w9obSU,0Hfn1ElMCHc,KH_jguxF4U8"""
"Embarcadero Center","","""There are shopping outlets, eateries and The Coffee Bean and Tea Leaf! Check out the movie theatres if you are interested. It provides an alternative from Ferry Buildling and the... read more""","149","63","415 772 0700; 800 733 6318","San Francisco","""Embarcadero at Battery , Financial District , San Francisco , CA 94111""","94111","","","https://www.tripadvisor.com/Attraction_Review-g60713-d103853-Reviews-Embarcadero_Center-San_Francisco_California.html","san_francisco.json","""i-PB0Om7jOo,e26dyiQ6-0s,_aAqr_rs2SY"""
"Harvey Milk Plaza","","""The Harvey Milk Plaza is located at Market & Castro and also happens to be at the entrance to the MUNI underground. This is where the Castro Street begins. Look at the HUGE, I... read more""","272","15","","San Francisco","""Southwest corner of Castro and Market Streets , San Francisco , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g60713-d311685-Reviews-Harvey_Milk_Plaza-San_Francisco_California.html","san_francisco.json","""oQRnj8Z9u-c,EhOn6hQlAYE,dr11IS-pMNw"""
