attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file
Ezz Holidays,"“ Amazing experience at Coorg. Thanks to Ezz Holidays ” Reviewed August 17, 2016 We group of 6 friends had booked a 3D-2N package for Coorg from Ezz Holidays. Padma from Ezz Holidays planned the package for us. The package rates were quiet affordable. Hotels were really good and situated in the city, so was near to shops and other facilities. Innova was booked for us for whole journey. Driver Lokesh was very friendly... More Helpful? Thank Ajinkya_Nalamwar Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you very much. We are happy to know that we could make your holiday a memorable one. Looking forward to serve you again. More Baba T 1 review “ Assome trip to COORG ” Reviewed August 16, 2016 I would say these guys are best in class. I was looking for 3 days short trip in South India. They suggested COORG & the experience was really good. Special thanks to Padma who was following up in the entire tour about the comfort. Also special thanks to cab driver - Riyaz who was very friendly throughout the tour. I... More Helpful? Thank Baba T Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you very much. We are happy to know that we could make your holiday a memorable one. Looking forward to serve you again. More Manmadu Bengaluru, India 1 review “ Super Kerala trip by Ezz Holidays ” Reviewed July 26, 2016 Hi, Super trip arranged by Ezz Holidays. We loved your service a lot. Keep up the good work which you have made. Hotel Selection , Cab driver behavior all was superb. Places covered like Munnar, thekkady and boat house was fabulous. No words to express. We miss Kerala once again. Thank you so much Team. We will come back to... More Helpful? Thank Manmadu Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you very much. We are happy to know that we could make your holiday a memorable one. Looking forward to serve you again. More csv1762 Mumbai (Bombay), India 1 review “ Our Trip to Bangalore, Mysore, Coonoor, Coorg and Ooty through EZZ Holidays ” Reviewed June 22, 2016 I am Venkatesan from Mumbai . We have recently arranged a package tour through Mrs. Padma, EZZ Holidays-Bangalore from Mumbai for Bangalore, Mysore, Coonoor, Coorg and Ooty from May16th to May 22nd 2016. The trip organized by Mrs. Padma was very well , as we did not find any problem for Hotel Accommodation, Car Pickup etc. Especially the Hotel arranged... More Helpful? Thank csv1762 Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you Sir. We are extremely happy to know that we could make your holiday a memorable one. We will keep up the standards always. More padma k 2 reviews “ Super trip made by Ezz Holidays ” Reviewed June 16, 2016 Last week we visited Ooty for 05 days. It was a very awesome experience which made by Ezz Holidays team. Recommended to everyone to go through this agent. Driver Anil was friendly driver who knows all the places. My special thanks to Mr. Ajay and all his team who made this trip a Awesome experience. Keep Rocking.. Helpful? Thank padma k Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you very much. We are happy to know that we could make your holiday a memorable one. Looking forward to serve you again. More jackyjosephpeter Chennai (Madras), India 1 review “ Awesome Kullu and manali trip by Ezz Holidays - Recommended ” Reviewed June 15, 2016 Hi , Wonderful trip arranged by you for Kullu and Manali. The trip which was arranged by you was awesome. I have selected a very Travel Agent from Bangalore. From Chennai and other places we were searching for a good travel agent. But your reviews stood up and forced me to go through your Ezz Holidays. As per all the... More Helpful? Thank jackyjosephpeter Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you sir. We are delighted to know we could make your trip the best. More Kamala M 1 review “ Ezz Holidays is the best tour operator from Bangalore ” Reviewed June 3, 2016 Super service arranged for my family for Coorg trip. We are from Chennai, all the services which they arranged was awesome. We have seen many travel agent from Chennai. But to say Ezz Holidays is something special in them. They are located in Bangalore. But the way of taking the trip from Bangalore to Coorg and back was awesome. We... More Helpful? Thank Kamala M Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you very much. We are happy to know that we could make your holiday a memorable one. Looking forward to serve you again. More Meena G 1 review “ Shimla and Manali trip arranged was SUPERB ” Reviewed May 30, 2016 We recently went to Shimla and manali trip arranged by Ezz Holidays. It was very reasonable and good service hotel. Everything from point of pick up and to drop Point . Everything was taken care by Ezz Holidays Team. Really a good work to appreciate. We enjoyed our honeymoon trip . Next visit Ezz Holidays is my first option. Thanks... More Helpful? Thank Meena G Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you very much. We are happy to know that we could make your honeymoon a memorable one. Our team is looking forward to serve you again. More Kanmanirajesh Chennai (Madras), India 1 review “ Awesome Kerala package By Ezz Holidays ” Reviewed May 30, 2016 Myself and my parents had gone for 4 night and 5 days kerala tour package . We visited Munnar, Thekkady and Alleppey houseboat. Our stay was excellent. Cab and driver was Good. Food arranged was great. Kerala is a very beautiful place. If any one planning to visit Kerala . I Recommend Ezz Holidays they assist from the Planning stage... More Helpful? Thank Kanmanirajesh Report EzzHolidays, Manager at Ezz Holidays, responded to this review Thank you Madam. Looking forward to serve for your next vacation. More Previous Next 1 2 Updating list... Travelers who viewed Ezz Holidays also viewed The Cat Studio by Furpurr 3 Reviews Bengaluru, Karnataka Kokkarebellur 9 Reviews Bengaluru, Karnataka Butterfly Park 21 Reviews Bengaluru, Karnataka Surayanarayana Temple 201 Reviews Bengaluru, Karnataka All things to do in Bengaluru (595) Been to Ezz Holidays? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Ezz Holidays staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Do I have to buy a ticket for my infant? How do I get there using public transportation? Is there a restaurant or café onsite? Near Ezz Holidays Top-rated Attractions Nearby 201 Reviews Surayanarayana Temple 89 Reviews SPA.ce the Spa 15 Reviews Yellow Button Store Browse all attractions Top-rated Restaurants Nearby 77 Reviews Murphy's Brewhouse 23 Reviews The Sidewalk Cafe 49 Reviews Vembanad Browse all restaurants About Us | Site Map | Help Center © 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",,84,11,,Bengaluru,,https://www.tripadvisor.com/Attraction_Review-g297628-d10276189-Reviews-Ezz_Holidays-Bengaluru_Karnataka.html,bengaluru.json
Thottikallu Falls,,"Its is good place to visit there, you have to seen water falls. Form my point view go in monsoon, had a good time to chill, selfie, masti etc. No parking fees,very small... read more",256,15,,Bengaluru,"Kanakapura Main Road, Gulakamale , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4435942-Reviews-Thottikallu_Falls-Bengaluru_Karnataka.html,bengaluru.json
Panchamukhi Ganesha Temple,,This temple is in Kengeri en route to Mysore. It is just less than 100 Mts from the main road and could be easily seen from the main road itself because of the majestic size . The... read more,120,6,,Bengaluru,"Mysore Road , Bengaluru 560060 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d8786986-Reviews-Panchamukhi_Ganesha_Temple-Bengaluru_Karnataka.html,bengaluru.json
Mulluru Temple,,We were in mullur enroute to banglore and heard about this temple and visited the place. If your re enthusiast of ancient architecture this is worth visiting. Very calm and quite... read more,157,3,,Bengaluru,"Mullur Village, Somwarpet , Bengaluru 571235 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7964038-Reviews-Mulluru_Temple-Bengaluru_Karnataka.html,bengaluru.json
Jaganmohan Palace,"Art Galleries , Shopping , Museums",This museum has a lot of mixed art and old artifacts from the royal families of Mysore. An interesting place to spend an hour or so.,30,73,,Mysuru (Mysore),"Chamrajpura , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3217303-Reviews-Jaganmohan_Palace-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Karnataka State Open University,,Located near Manasagangothri in a huge area. The objective of this university is to provide education to students who cannot attend full-time or part-time educational courses... read more,47,8,,Mysuru (Mysore),"Manasagangothri , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d4401016-Reviews-Karnataka_State_Open_University-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
BM Habitat Mall,,"BM habitat mall in Mysore is not so much famous as Mall of mysore or Garuda mall. Many of the shops are still not occupied or closed down. Anyway , you have good parking... read more",59,11,,Mysuru (Mysore),"Jayalakshmipuram | Behind BM hospital , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d5782363-Reviews-BM_Habitat_Mall-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Lakshmiramana Swamy Temple,,"I love this temple for its peace and calm. With its huge gopuram, I think this is a must visit place. Its all clean and neatly maintained.",62,6,,Mysuru (Mysore),"Old Temple City , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3913240-Reviews-Lakshmiramana_Swamy_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Mahatma Gandhi (MG) Road,,"The hustle fruitful business road. Personally I like it just it is. The variety to business and the people passing by, making it just nice.",21,725,,Bengaluru,"MG Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d631365-Reviews-Mahatma_Gandhi_MG_Road-Bengaluru_Karnataka.html,bengaluru.json
Mandalpatti,"Other Outdoor Activities , Outdoor Activities","Must see. No words about this place mountains, trekking, chilling and half is sufficient for this place.",1,337,+91 74115 40530,Madikeri,"Madikeri , India",https://www.tripadvisor.com/Attraction_Review-g641714-d4038828-Reviews-Mandalpatti-Madikeri_Kodagu_Coorg_Karnataka.html,madikeri.json
Happy Man Park,,One of the great and coolest parks you an ever find near saraswathipuram where you an enjoy with uite a few play area and the cool breeze of the winds for a fresh walk,60,9,,Mysuru (Mysore),"near Kamakshi Hospital, Saraswathipuram , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3204772-Reviews-Happy_Man_Park-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Ghati Subramanya Temple,"Sacred & Religious Sites , Sights & Landmarks","We visited the temple and there was a long Q. So after a few minutes of wait, paid Rs 50 per head and converted to Paid Darshan. Lord Subramanya is the main deity and Lord... read more",40,75,+91 80 2765 7131,Bengaluru,"Doddaballapura | Near Tubagere , Bengaluru 561203 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4139102-Reviews-Ghati_Subramanya_Temple-Bengaluru_Karnataka.html,bengaluru.json
Anjaneya Swamy Temple,,Coming here brings you closer to the experience of near divine . The Saturdays and the Tuesday's are more popular then the other days . The crowds come here for the glimpse of the... read more,54,34,,Bengaluru,"Banaswadi , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4401140-Reviews-Anjaneya_Swamy_Temple-Bengaluru_Karnataka.html,bengaluru.json
Madiwala Lake,,It's really good and well maintained lake. I had visited with family and boat ride was really nice. Entry fee and car parking is minimal Even try for morning / evening walk,83,34,,Bengaluru,"Bannerghatta Road , Bengaluru 560068 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7396371-Reviews-Madiwala_Lake-Bengaluru_Karnataka.html,bengaluru.json
Statue of Maharaja Chamarajendar Wodeyar,,There were 2 such statue on the way to Mysore palace. Not so such about which one is this refer to but both place look nice.,31,36,,Mysuru (Mysore),"Ashoka Road , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3913363-Reviews-Statue_of_Maharaja_Chamarajendar_Wodeyar-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Kukke Subramanya Temple,"Sacred & Religious Sites , Sights & Landmarks","Kukke Subramanya temple is very serene and has a very calming effect. If you are on a pilgrimage towards Dakshina Kannada, you cannot miss it. A very peaceful and calm temple... read more",1,228,+91 82572 81224,Subramanya,"Sullia Taluk,Dakshina Kannada District, | Karnataka ,India , Subramanya 574238 , India",https://www.tripadvisor.com/Attraction_Review-g1071658-d1204410-Reviews-Kukke_Subramanya_Temple-Subramanya_Karnataka.html,subramanya.json
St. Philomena's Church,"Churches & Cathedrals , Sights & Landmarks","In general it is a normal church, but it has gained tourist attraction due to its brillient front design. The historical structure is quite a treat to watch. The good thing its on... read more",10,683,+91 98452 49207,Mysuru (Mysore),"Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d2721980-Reviews-St_Philomena_s_Church-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Gun House,,Gun House Mysore is again one of the must visit tourist location in Mysore city. it is situated near Mysore Palace off Nanjanagud road.it was housing armory and cannons of... read more,63,6,,Mysuru (Mysore),"Bangalore Nilagiri Road, Agrahara, Chamrajpura , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d6496326-Reviews-Gun_House-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Tirumala Tirupati Devasthanam,,"Situated at Vyalikaval, Malleswaram Bangalore. Nice Temple for quick darshan of lord Balaji. Interesting aspect of this Temple is ""not closed during afternoon and Tirupathi Sri... read more",107,15,,Bengaluru,"East End Road | 32nd E Cross , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7082480-Reviews-Tirumala_Tirupati_Devasthanam-Bengaluru_Karnataka.html,bengaluru.json
Royal Meenakshi Mall,"Shopping Malls , Shopping",This mall has a cinepolis and is clean and well maintained. It is named after the goddess meenakshi temple near by. You can visit both places togther,48,68,+91 80670 80100,Bengaluru,"13th Cross, Hulimaavu, Bannerghatta Main Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d5792042-Reviews-Royal_Meenakshi_Mall-Bengaluru_Karnataka.html,bengaluru.json
Gopalan Innovation Mall,,My kid loves visiting the kids zone at this place. Leave the kids and shop for a few hrs with your spouse.,86,32,+91 80 2658 0566,Bengaluru,"JP Nagar 3rd Phase, Bannerghatta Main Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6104788-Reviews-Gopalan_Innovation_Mall-Bengaluru_Karnataka.html,bengaluru.json
